,Growth Rate,Lag Phase
A1,0.7749862715518072,0.21848967004851128
A2,0.7907317244558668,0.21474854061266635
A3,0.7395989768426985,0.6267643616278642
A4,0.6384789514631749,13.537356239283556
A5,0.7062544654432333,14.529928438221518
A6,0.0,2.046189022668724
A7,0.0,1.4869698691151712
A8,0.0,1.3658774331077375
A9,0.0,1.2044877314132947
A10,0.0,1.1831896676219174
A11,0.0,1.171991002034943
A12,0.0,1.6431658712764339
B1,0.8158105223343265,0.5352311230892015
B2,0.7667333578907235,0.1595440240274435
B3,0.9354402157999563,0.6621828420278999
B4,0.7112939966060482,12.919556122134956
B5,0.3788826174550273,16.628951899937448
B6,0.6288873116725747,18.374384257380413
B7,0.0,1.7573833106072918
B8,0.0,1.6163801111397937
B9,0.0,1.4386694429925377
B10,0.0,1.7269508026697302
B11,0.0,1.5732211331399348
B12,0.0,1.761037852071567
C1,0.8872947253572906,0.6033171004542042
C2,0.7577053443100956,0.30311689437310285
C3,0.8232989401914738,0.5765228046934348
C4,0.6201708779094834,0.3641604780530536
C5,0.42395326943707307,14.32385456902974
C6,0.0,2.1954058949745985
C7,0.0,1.611809259296347
C8,0.0,1.7323932779518643
C9,0.0,1.2088039801139878
C10,0.0,1.3037724257435528
C11,0.0,1.6147950540103864
C12,0.0,1.5415692254420534
D1,0.7694189473739561,0.49584453679368057
D2,0.7557797512855047,0.3953965288960015
D3,0.7878993971857476,0.4374868157979166
D4,0.8617448324989885,1.137071341461923
D5,0.3978150812776067,0.27740330401671454
D6,0.20118707487427398,7.639165304706854
D7,0.0,0.7675341161209523
D8,0.0,1.2621875320694897
D9,0.0,1.4498223160888841
D10,0.0,1.3726749465299726
D11,0.0,1.3770178415442693
D12,0.0,1.5728551834094446
E1,0.6990581480707828,0.4290734359288306
E2,0.8141418885366375,0.543623048234664
E3,0.7439174663165774,0.4048142186003916
E4,0.7071056163032177,0.24798881119851846
E5,0.6039833542708105,0.730518177248213
E6,0.6045678934577264,3.757907274194771
E7,0.3793238612259753,15.534623153915042
E8,0.0,1.3305518937862857
E9,0.0,1.5225523611298826
E10,0.0,1.29562177645548
E11,0.0,1.2488680315768903
E12,0.0,1.509242656587503
F1,0.8278381162646243,0.22208172421260564
F2,0.8147266188460569,0.504961378997812
F3,0.7965915692155269,0.2850555477598373
F4,0.7715111271138332,0.2372230061301006
F5,0.6569695492888709,0.287304995065937
F6,0.5104643229209718,1.3608898685858462
F7,0.30621685276374294,13.366896802810874
F8,0.0,0.6485491687560696
F9,0.0,1.0488744551061835
F10,0.0,1.7310932812176105
F11,0.0,1.170713949827615
F12,0.0,0.0
G1,0.7318163688401127,0.5245021871256172
G2,0.8200119790282362,0.6228777818385174
G3,0.8388173890529456,0.6449749415294734
G4,0.7513324830147392,0.6258490039276916
G5,0.7907681566466815,0.7051942483562996
G6,0.5535535148831268,0.41593827403143013
G7,0.3117991272840711,3.9235955156688958
G8,0.4563571303394176,17.910686933826437
G9,0.0,1.294312685651807
G10,0.0,1.1414558917495867
G11,0.0,1.169290338376893
G12,0.0,1.0572114021011494
H1,0.7611265033180107,0.8855045000685675
H2,0.7297319579296372,0.7813890949506535
H3,0.7098132951944985,0.9060996891772914
H4,0.7074603045221415,0.701229348511998
H5,0.8036120066786594,0.9245566308497524
H6,0.6317605585960436,0.5359160640630614
H7,0.5522114704138514,1.3273417676503731
H8,0.40735214097008504,4.134568494651517
H9,0.4097837947260065,17.649019416817804
H10,0.0,1.3365359146549807
H11,0.0,1.274706552805334
H12,0.0,1.4598189936921955
