,Growth Rate,Lag Phase
A1,0.0,3.965859657571137
A2,0.0,3.2969680573700373
A3,0.0,3.147378992774051
A4,0.0,2.1958856947548107
A5,0.0,2.4904772843800274
A6,0.0,2.069466421177612
A7,0.0,1.962186012953211
A8,0.0,1.659982120457638
A9,0.0,1.7504040563197485
A10,0.0,1.399374698762049
A11,0.0,1.6493742703574803
A12,0.0,1.4816911361662832
B1,0.5969565470609793,-0.34354573303561975
B2,0.4805732292450748,-0.510866383109011
B3,0.0,4.954276511409576
B4,0.0,4.48994007928977
B5,0.0,2.179698396682028
B6,0.0,2.125540560872132
B7,0.0,1.9321922370510727
B8,0.0,1.691123979104752
B9,0.0,1.6114976731079267
B10,0.0,1.5595457642091297
B11,0.0,1.6719339699934679
B12,0.0,1.502968031599675
C1,0.6185301926653121,0.6462563506650758
C2,0.37620064858289554,2.4084902285894936
C3,0.39003648724095574,3.684065646905678
C4,0.2817378387804833,0.8364663455235788
C5,0.19796297612309352,-0.9460840411192892
C6,0.0,2.6854455717072554
C7,0.0,1.6695553394656173
C8,0.0,1.8161327655008996
C9,0.0,1.4959990543231498
C10,0.0,1.4295340808252952
C11,0.0,1.2740917407282737
C12,0.0,1.5234284181577138
D1,0.6786942533522964,0.5395698704393164
D2,0.44966696067340556,0.12026158991389213
D3,0.3877415100503613,0.161360868396482
D4,0.37980624203535573,1.4715707488931953
D5,0.3475375781790301,4.446796483652383
D6,0.0,2.1615342983160346
D7,0.0,1.9458963025931197
D8,0.0,1.910325729367944
D9,0.0,1.954128332948894
D10,0.0,1.6846896362605577
D11,0.0,1.5788493281691274
D12,0.0,1.7446586295754152
E1,0.5522172607704641,0.33374309060590956
E2,0.5640052412279377,0.633555634666342
E3,0.5640852478801374,0.9699687305676461
E4,0.5680493322192459,0.9772365318674563
E5,0.5697675814611174,2.865375394839289
E6,0.47975042872703966,4.761552628750025
E7,0.0,2.2074770575882603
E8,0.0,1.7803091792366246
E9,0.0,1.7599953739286747
E10,0.0,1.2803127674474233
E11,0.0,1.2133427729535242
E12,0.0,1.5121274356185523
F1,0.9387403956152399,0.8812412547489163
F2,0.7145367919028157,0.2342532586749444
F3,0.7344728975660471,0.6609502649404195
F4,0.5715376710291314,1.016838115049116
F5,0.5473840512946724,1.7746189929040983
F6,0.5117192085658612,4.170559798466637
F7,0.0,1.595511370360878
F8,0.0,1.8055157885166295
F9,0.0,1.5862674000060508
F10,0.0,1.325912664240544
F11,0.0,1.3789215127427283
F12,0.0,1.5704500657347538
G1,0.9928406309216936,0.9153082311130145
G2,1.0109325180151252,0.8096879404855093
G3,0.9114939851229358,0.954854271613705
G4,0.7912044629743095,0.8682154784604381
G5,0.5882362720090447,0.44222986514637874
G6,0.5178800985196227,1.7326611206549805
G7,0.33340717779538953,5.886183857876404
G8,0.3654582461219123,17.430905363867453
G9,0.0,1.3852141897624506
G10,0.0,1.2848477279485628
G11,0.0,1.340437221444013
G12,0.0,1.4257509532111534
H1,0.9592739375738796,1.02074368164544
H2,0.936040252218701,1.145456393843467
H3,0.9500635780305693,1.4632400492496078
H4,0.9150846148508847,1.3800087522898727
H5,0.7561235162576901,0.998976807136799
H6,0.5642914122989532,0.8191221742475774
H7,0.5928265156198227,2.3715734569864066
H8,0.505422972603319,4.428201912672086
H9,0.4736478670877682,16.598435414573665
H10,0.0,1.5097217582728248
H11,0.0,1.7073783999365588
H12,0.0,1.4775202122605862
