,Growth Rate,Lag Phase,mean_exp_dGFPdt,mean_sta_dGFPdt,dGFPdt_divide_OD_max
A1,0.0,0.930376183807077,0.0,0.0,0.0
A2,0.0,0.8576522100270267,0.0,0.0,0.0
A3,0.0,0.9970027704051461,0.0,0.0,0.0
A4,0.8743927289620409,3.6080772757151007,37.83870012360034,1.4153792043885223,92.41551040316305
A5,0.8604680309569914,3.5640668713965766,38.8539445409387,1.3553986220013174,124.07472682410997
A6,0.8584137263517916,3.5628822751114755,37.686386577248655,1.2977303394913915,136.98825611096044
A7,0.0,0.0,0.0,0.0,0.0
A8,0.0,0.0,0.0,0.0,0.0
A9,0.0,0.0,0.0,0.0,0.0
A10,0.8081495045349972,3.550020365388008,32.84276681154569,1.4130186496768287,132.0695015752041
A11,0.7620719456313908,3.654617582964113,38.638171883251765,1.4164895906575752,99.95683682046389
A12,0.8474502906506347,3.6711828893192866,32.24910780729644,1.4280551644903112,95.53683741222535
B1,0.0,0.11215925026197482,0.0,0.0,0.0
B2,0.0,0.6119777237417452,0.0,0.0,0.0
B3,0.0,0.0,0.0,0.0,0.0
B4,0.875230770136439,3.6333797292546155,35.17619230435346,1.4250191297789359,101.10371556154672
B5,0.8692767445101857,3.6300670969067803,37.24240472020766,1.403648110241793,90.96798202693235
B6,0.8530657259235558,3.682509873276209,38.15086497785925,1.3078103288947645,185.73760342207467
B7,0.0,0.9661865108373817,0.0,0.0,0.0
B8,0.0,1.1814924890042988,0.0,0.0,0.0
B9,0.0,0.0,0.0,0.0,0.0
B10,0.8371216047017046,3.7155691238277697,116.49752853383174,-54.231500001511755,2077.5596088222223
B11,0.7903975578822667,3.6984461575005354,122.01422007724416,-68.94025835647568,2051.3163169851737
B12,0.7633767335002598,3.5013385392744145,133.60242444338456,-62.26096612656258,2271.888358358248
C1,0.8136947731605186,9.955341826534431,50.229205514440466,1.4814669507607776,138.92908827785715
C2,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.6660576062994394,0.0,0.0,0.0
C4,0.8406760397347268,3.592584056640712,38.98507762252215,0.2951582638017613,125.56825448499623
C5,0.8843791274378193,3.7026318256511908,35.072973318236656,0.20989529278005384,131.3541992445935
C6,0.8941670691317376,3.7235991401626314,38.17356610909784,0.3690511872885522,124.08804374164971
C7,0.5863683059492046,22.19851956080626,666.1700376988485,-57.832966891393546,1005.0198011588811
C8,0.6507715254718959,30.738254063578037,454.1331521385561,26.230504488623392,848.2678931508467
C9,0.5535581579969926,20.387860884073245,721.0096206660298,-121.89280835853314,1041.235472058604
C10,0.7792018955666264,3.6237042519978857,489.61133305685337,-161.04870791900217,4001.195347340366
C11,0.7397477686500089,3.80587367208647,504.2707952670418,-150.21194549792904,3992.4108957853505
C12,0.7875092286995657,3.687786799199884,512.472929737024,-162.69087602564542,3991.266276741384
D1,0.0,0.0,0.0,0.0,0.0
D2,0.0,0.0,0.0,0.0,0.0
D3,0.0,0.0,0.0,0.0,0.0
D4,0.8261829647441216,3.6166051628629283,74.06826510952018,-26.797659443508735,1347.5186027919603
D5,0.8592432547496853,3.649286780129585,69.22283995650787,-24.681434385597388,1346.2750535736839
D6,0.8529745286753904,3.7218921896120944,68.34146379294594,-33.371026636183224,1196.8517318661284
D7,0.7311164307725847,9.732724666913192,711.5518809326632,-92.39764271301007,1222.9862475441962
D8,0.678750164393763,9.31557073734341,734.8137032212608,-81.99455759881222,1296.7790766125554
D9,0.7247081854044589,9.063210868645006,752.1266397041023,-16.502838965358865,1398.5461960990597
D10,0.7462149642707288,3.589056502200386,1164.1386044363273,-268.08173010890624,4768.771124364123
D11,0.7290595382167975,3.6032820349034034,1146.2639957732463,-268.6599350485199,4739.597554460752
D12,0.7040411137050478,3.5385439018138003,1101.8164738173846,-189.20802655880092,4940.957809305512
E1,1.0251935440184479,2.778213680156454,2.5902843746131317,-92.24804539705836,1122.5059653754306
E2,0.6773939153387323,6.791100119592556,791.9373452901843,-93.67973181970491,1192.207109698562
E3,0.658070108171511,6.614944457031077,754.836960110419,1.671986940429901,1198.8428158148427
E4,0.7904361586442715,3.5560377129280116,1558.9461556751933,-32.66062027355324,4974.044606756245
E5,0.7661438934575739,3.5320110885085394,1641.2180476846995,-281.6448382773943,4442.136826124901
E6,0.7868090043036874,3.6966472115739673,1650.4684725604648,-275.32733869778843,4349.646121102359
E7,0.6202422714390672,5.498092190260788,794.0305084470507,-83.64825595661854,1136.6277904693115
E8,0.6147803197832657,5.271722855100169,823.2308393138555,-66.16221362704609,1191.5984765639646
E9,0.5779812390689557,5.280397019569114,869.8622917429307,-78.90116639483392,1274.519030397538
E10,0.6794983771944176,3.4325444308605633,1757.51062967887,-37.18344748201842,4564.622849580961
E11,0.6680256986539957,3.446854570894606,1775.912483669103,-170.21724729561842,4672.759561658093
E12,0.6482587617291881,3.497079807341233,1722.3378343071213,-181.07019893713598,4419.306184012036
F1,0.6685178855280626,3.068625048336665,737.4230550866807,-16.10173165899005,1109.6884336320988
F2,0.6565822451960626,3.0902010536290776,783.5403491013324,-10.72073404188331,1136.6660925928863
F3,0.6502271367894643,3.019597326762545,704.8659525039649,-10.719759526299837,1104.8158640226666
F4,0.6089816736215663,3.281449802429813,1701.0648066539086,-41.468341773862775,3094.8975443773734
