,Growth Rate,Lag Phase,mean_exp_dGFPdt,mean_sta_dGFPdt,dGFPdt_divide_OD_max
F5,0.6248703308232836,3.2871264986806805,1752.030902514386,-27.001128037679837,2943.714821763614
F6,0.6017430564299977,3.3304884043264593,1749.0128909023197,-28.246923257912986,3034.1190044503164
F7,0.591396271567083,3.8878743602770167,800.684784649374,-24.658950069565858,1237.838254567886
F8,0.5875791167347406,3.884557822673359,818.0040526306675,-64.7834240257697,1228.259340865411
F9,0.5814214235160363,3.79739856322007,854.5182682028354,-50.67445773438379,1309.3557933075392
F10,0.6219672158818462,3.3925854985642276,1779.172524910654,-25.23373259684909,3835.1676173172427
F11,0.616122584466863,3.3217653739334603,1749.0655908277558,-35.05856024372764,4181.952239794166
F12,0.5859009803393517,3.206465680136614,1681.5114482420547,-31.068750687277745,3767.938355680157
G1,0.7210437387679551,4.097762308042601,891.6214367011593,-10.116850170059852,1003.873261794403
G2,0.6848016142797104,3.6323518299080573,820.7104577510268,-53.653763135749124,994.4751381215499
G3,0.6378936170060362,3.476672925959943,817.5079673386908,-28.213325529662352,1037.2661203030812
G4,0.5322581692801872,3.6471123549590088,1555.8460111662696,-108.64948941636416,2796.7454047558163
G5,0.5390871219284274,3.740789809505027,1577.3216681089398,-26.656184713851253,2559.1482649842364
G6,0.5428453240383919,3.5104018401895827,1505.796750611956,-33.515673646739444,2513.7902169947074
G7,0.5746646144731441,3.3247201544936384,824.6690161935588,-16.70661278774612,1265.082655610486
G8,0.6166383328300744,3.2155556165290733,787.0523357175665,-23.35168292822092,1256.663462378751
G9,0.5277651312047882,3.433063784612222,865.4748418792338,-24.162206674474426,1432.9865494275944
G10,0.544211899283224,3.772386029826605,1952.3123616237306,-28.673687174342803,3792.1411871181967
G11,0.5714361223558275,3.3090992465514115,1806.6076484140956,-27.346822147320406,3672.47789804182
G12,0.6218301373920774,3.511271628982136,1952.317543124928,-35.21574744023953,3450.331528681806
H1,0.5832973665642487,3.6010592611570247,1002.1382846874623,-61.51690531023986,1175.1403303315476
H2,0.576921006012896,3.8365663503368714,995.8852997423315,-54.085119778740854,1153.307392996113
H3,0.6166151539104495,3.917121966460627,1085.008524632594,-79.46125025652181,1190.20919531341
H4,0.547442000509717,3.671950497483997,1873.8776373820144,-217.27186808849436,3501.6362786348895
H5,0.5258446971259025,3.5787456152558472,1867.418450326695,-198.30028033416323,2967.5219730346125
H6,0.49823407100082423,3.51976161836412,1746.9417409678501,-150.24827942418864,2667.6598790968205
H7,0.5941775933127683,3.073005749469274,850.89285294621,-18.531748035821643,1290.7329767240183
H8,0.5797327771065645,3.0358265940349263,886.9702410334073,-19.984245238384556,1354.4333255759882
H9,0.5794249995059547,2.9752392197553212,862.2798765485549,-25.51827759107298,1498.839974902606
H10,0.5811191938868551,3.345479536674599,1767.517831191279,-25.932214598263677,3689.6910138902135
H11,0.5601602846929767,3.324328052265654,1656.433386714342,-30.62512273187535,3169.654299024569
H12,0.5273814115675826,3.1314624920806664,1634.2118196810081,-26.869354124176784,3190.10932123391
