,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
1517492168.0,0.046001,0.043585,0.04389,0.045104,0.045229,0.044749,0.039258,0.044249,0.044867,0.045446,0.042112,0.043113,0.046005,0.045767,0.045467,0.044711,0.046255,0.046611,0.045764,0.045161,0.045864,0.045409,0.045294,0.048226,0.03899,0.046007,0.037364,0.042181,0.04624,0.039264,0.043977,0.045179,0.045384,0.045119,0.043525,0.044124,0.045596,0.043868,0.044557,0.045077,0.045801,0.045075,0.045081,0.042893,0.045376,0.04535,0.044418,0.03972,0.047303,0.045677,0.045091,0.045188,0.045618,0.045453,0.045526,0.045241,0.04548,0.04509,0.044924,0.044674,0.039739,0.045202,0.045541,0.041053,0.045145,0.046615,0.045514,0.038374,0.044079,0.044851,0.044789,0.039332,0.050031,0.041288,0.041187,0.045177,0.045198,0.042741,0.039101,0.045556,0.039603,0.044555,0.046589,0.045212,0.04347,0.041124,0.038071,0.038502,0.047113,0.047267,0.038725,0.047427,0.044224,0.045575,0.041316,0.057954
1517493462.0,0.044556,0.037262,0.044646,0.043617,0.044285,0.045186,0.044778,0.044965,0.039472,0.043678,0.044807,0.045007,0.045976,0.045691,0.045431,0.046092,0.045893,0.045579,0.046279,0.039371,0.044095,0.043823,0.040498,0.045914,0.038929,0.045375,0.044291,0.04489,0.04524,0.044872,0.04508,0.037928,0.044974,0.047065,0.040304,0.04405,0.046249,0.04583,0.044437,0.043296,0.045187,0.043854,0.045523,0.046764,0.045319,0.045229,0.044536,0.046314,0.048554,0.045398,0.04591,0.045497,0.045766,0.044732,0.045192,0.044716,0.045407,0.044543,0.046791,0.046847,0.038259,0.045411,0.045566,0.045522,0.044641,0.045071,0.045482,0.045266,0.045133,0.044764,0.045203,0.050968,0.051035,0.041105,0.04552,0.041998,0.039459,0.039559,0.047039,0.040084,0.046349,0.044906,0.040071,0.039872,0.044877,0.046193,0.045377,0.044619,0.045981,0.041193,0.046554,0.04549,0.043551,0.046005,0.041163,0.052655
1517494762.0,0.045192,0.043872,0.044696,0.044663,0.04477,0.042508,0.043913,0.044401,0.043198,0.04469,0.043571,0.044902,0.045962,0.045653,0.04577,0.045691,0.045788,0.046076,0.045643,0.044904,0.045331,0.046368,0.045026,0.048885,0.048005,0.045479,0.038849,0.044617,0.039784,0.044793,0.043207,0.04531,0.043713,0.040986,0.037206,0.050154,0.0456,0.044202,0.045233,0.047143,0.046509,0.045356,0.045271,0.045463,0.043463,0.044992,0.038861,0.045388,0.048243,0.045287,0.045427,0.044971,0.045487,0.045194,0.045468,0.045678,0.045108,0.047239,0.046426,0.044603,0.047777,0.047533,0.046879,0.044811,0.044069,0.041774,0.0402,0.045288,0.044799,0.044848,0.044759,0.051407,0.050423,0.04263,0.039661,0.047053,0.039196,0.046804,0.039145,0.039671,0.046291,0.045222,0.040266,0.038998,0.040414,0.046043,0.041695,0.039794,0.040273,0.042754,0.039323,0.040391,0.044953,0.045471,0.047108,0.050355
1517496058.0,0.045456,0.044786,0.044684,0.045126,0.044993,0.044904,0.046071,0.044103,0.044696,0.045519,0.044198,0.044441,0.045539,0.04548,0.045333,0.04571,0.045888,0.046099,0.042146,0.045593,0.044703,0.041175,0.045728,0.046933,0.044767,0.046034,0.041718,0.044847,0.04537,0.044722,0.044496,0.044626,0.044633,0.045149,0.039038,0.042823,0.046407,0.045529,0.04322,0.039466,0.043951,0.045277,0.04499,0.045448,0.04517,0.044889,0.042123,0.047385,0.047771,0.04591,0.043713,0.045162,0.045653,0.045748,0.04618,0.046303,0.045208,0.04586,0.046955,0.04647,0.04673,0.046744,0.044756,0.04474,0.046421,0.046812,0.039212,0.045621,0.044164,0.045296,0.045683,0.051657,0.05098,0.044944,0.039814,0.039632,0.04718,0.046892,0.03948,0.039634,0.046997,0.040815,0.045821,0.046774,0.040162,0.045876,0.044335,0.046173,0.047795,0.048818,0.040385,0.04729,0.041146,0.045882,0.046762,0.052665
1517497356.0,0.044682,0.044819,0.04483,0.044762,0.04506,0.043993,0.046087,0.044838,0.04594,0.043181,0.045216,0.0445,0.046098,0.046157,0.045388,0.045586,0.045686,0.046237,0.045333,0.044036,0.046745,0.046848,0.044976,0.047959,0.044977,0.046421,0.038824,0.045025,0.044481,0.044346,0.044794,0.045093,0.044787,0.047371,0.043077,0.04537,0.046927,0.045477,0.044308,0.04725,0.045283,0.045223,0.044964,0.046882,0.045973,0.045883,0.042709,0.046331,0.047953,0.045583,0.045476,0.044933,0.045728,0.045497,0.045315,0.045329,0.045265,0.044888,0.046576,0.044836,0.047148,0.046229,0.045371,0.044876,0.044586,0.046586,0.039876,0.045001,0.046667,0.044507,0.045105,0.047765,0.049012,0.040223,0.039646,0.046836,0.047128,0.042524,0.039099,0.03943,0.039515,0.04652,0.039396,0.038849,0.041668,0.045112,0.04481,0.039331,0.04671,0.04151,0.039773,0.047482,0.040619,0.046322,0.039569,0.04855
1517498654.0,0.04541,0.044658,0.044938,0.045629,0.04497,0.045242,0.046161,0.045127,0.045091,0.043506,0.044785,0.042774,0.045719,0.045545,0.045627,0.038362,0.045796,0.046963,0.04628,0.046232,0.045587,0.039781,0.04501,0.048326,0.04536,0.046185,0.038833,0.043029,0.04544,0.044406,0.045995,0.045611,0.045186,0.040813,0.042449,0.047361,0.045893,0.04558,0.04353,0.03928,0.04564,0.04531,0.045133,0.045615,0.040729,0.04533,0.044847,0.045523,0.044898,0.045381,0.045132,0.046657,0.045276,0.045111,0.045461,0.044765,0.04542,0.044201,0.039794,0.045146,0.043171,0.04682,0.045293,0.045531,0.04467,0.038824,0.039972,0.045352,0.044911,0.044159,0.043964,0.050351,0.051213,0.040941,0.047612,0.047209,0.046928,0.046894,0.040208,0.039674,0.0455,0.045197,0.039822,0.038705,0.039008,0.047288,0.044881,0.045877,0.047876,0.049182,0.04056,0.039622,0.040323,0.04576,0.046881,0.044903
1517499952.0,0.045438,0.04487,0.044669,0.044904,0.045079,0.045652,0.046425,0.044778,0.044552,0.044817,0.046139,0.043911,0.046075,0.046029,0.045565,0.046693,0.046105,0.046179,0.045911,0.045818,0.044798,0.046518,0.047372,0.050267,0.045638,0.045916,0.038604,0.044122,0.045279,0.045147,0.045032,0.045126,0.046289,0.041658,0.045193,0.042081,0.04555,0.045451,0.04477,0.042953,0.045248,0.045955,0.045292,0.045726,0.044937,0.046761,0.044136,0.044607,0.047313,0.045181,0.044613,0.045429,0.045716,0.044892,0.04447,0.044214,0.045119,0.046778,0.038835,0.044665,0.047756,0.045023,0.044924,0.044711,0.044776,0.046644,0.044932,0.046081,0.044045,0.044444,0.044375,0.044751,0.046069,0.047386,0.047504,0.046696,0.045539,0.039176,0.039639,0.039841,0.044277,0.045233,0.043659,0.038753,0.039519,0.045943,0.044302,0.042428,0.046434,0.049044,0.040335,0.045994,0.047219,0.045781,0.040084,0.0717
1517501248.0,0.043327,0.044583,0.04478,0.045091,0.045003,0.044782,0.04634,0.045149,0.044809,0.04399,0.0445,0.043952,0.045759,0.045506,0.045308,0.04547,0.04578,0.045836,0.04733,0.046025,0.045877,0.04382,0.044825,0.048884,0.046637,0.046092,0.044695,0.044482,0.045325,0.045089,0.04494,0.043131,0.045095,0.040358,0.045674,0.045673,0.046118,0.045341,0.045447,0.04525,0.045371,0.044811,0.045167,0.045181,0.045239,0.046203,0.043695,0.045862,0.046318,0.045592,0.045135,0.045233,0.045334,0.045522,0.044782,0.045099,0.045083,0.045243,0.038968,0.044856,0.045999,0.045017,0.045326,0.044654,0.044438,0.042057,0.044747,0.045506,0.044381,0.044715,0.044594,0.046357,0.047843,0.040595,0.047432,0.045745,0.046493,0.040639,0.046987,0.047517,0.040543,0.046512,0.040856,0.039053,0.044614,0.046128,0.044937,0.041301,0.04165,0.041996,0.040067,0.045611,0.039701,0.045886,0.042549,0.045268
1517502546.0,0.044316,0.044586,0.045018,0.044862,0.044973,0.044868,0.046066,0.044444,0.045511,0.044772,0.044851,0.045327,0.045772,0.045519,0.045434,0.046908,0.045821,0.047855,0.045478,0.046362,0.045749,0.043546,0.044423,0.047914,0.044952,0.045801,0.044831,0.044902,0.045375,0.044558,0.045363,0.046017,0.04573,0.03941,0.042474,0.050887,0.04628,0.045505,0.044674,0.045394,0.045272,0.045157,0.045107,0.044951,0.045317,0.045212,0.045561,0.04681,0.04789,0.045531,0.044661,0.045212,0.045536,0.045325,0.045249,0.04531,0.045041,0.044722,0.044885,0.044788,0.046999,0.046733,0.046458,0.044694,0.045178,0.044907,0.045564,0.045571,0.044765,0.044023,0.044752,0.054719,0.050349,0.039771,0.045405,0.045692,0.039417,0.039275,0.045223,0.039559,0.039685,0.046755,0.043874,0.038852,0.04503,0.046292,0.044877,0.043208,0.045963,0.044783,0.04646,0.045169,0.041001,0.045761,0.042627,0.054314
1517503842.0,0.04588,0.045211,0.045003,0.045253,0.045152,0.046043,0.046448,0.044829,0.044417,0.045152,0.0448,0.044623,0.045838,0.046194,0.045603,0.045361,0.046165,0.046645,0.045802,0.045989,0.044681,0.045499,0.043181,0.047096,0.046283,0.045778,0.04532,0.044943,0.045185,0.044934,0.044166,0.045312,0.045012,0.047161,0.043815,0.048054,0.046304,0.045585,0.044573,0.045543,0.044937,0.046022,0.044564,0.045586,0.04511,0.045863,0.045496,0.045478,0.047631,0.045598,0.045142,0.044934,0.045652,0.045389,0.04529,0.047719,0.045339,0.045488,0.047131,0.045454,0.045444,0.046456,0.045901,0.04464,0.044786,0.045071,0.045333,0.045782,0.044866,0.043459,0.044836,0.053487,0.048667,0.040955,0.045398,0.045319,0.045252,0.045108,0.04456,0.039793,0.040178,0.044934,0.044823,0.039962,0.044859,0.046487,0.045557,0.044858,0.04689,0.047225,0.043774,0.045929,0.044944,0.045889,0.044952,0.05023
