,Growth Rate,Lag Phase
A1,0.8265357912447029,0.0753905331431266
A2,0.8370295731664693,0.05452485694973919
A3,0.8219035940219034,0.1359773960340629
A4,0.7894234405767246,0.08584145207610971
A5,0.755233150391559,0.07612059217731382
A6,0.4371441429169914,0.3243476849456606
A7,0.7722312146392879,12.091091667010911
A8,0.0,1.9975127181193493
A9,0.0,1.8459990268024669
A10,0.0,1.5824111937816987
A11,0.0,1.440129450377647
A12,0.0,1.8080056313815867
B1,0.782454888782135,0.04555541972556898
B2,0.8471389458867792,0.06353707006106402
B3,0.7779101584544263,0.08225883004428303
B4,0.7866843607896636,0.09110561315175714
B5,0.7458421208363192,0.08476374758993188
B6,0.4145824048025921,7.994167773737445
B7,0.6940647807573523,13.12709909912227
B8,0.5808578760473431,16.141470457016503
B9,0.0,1.501673492022391
B10,0.0,1.6142831676523564
B11,0.0,1.5337783668915819
B12,0.0,1.022095806790098
C1,0.7847134334066972,0.15826214309546982
C2,0.7737012830199002,0.10157356647468196
C3,0.8117211173053687,0.12768881313269675
C4,0.7874386812620775,0.08465511681562754
C5,0.7865987244870924,0.11456276112513386
C6,0.43985863652040036,0.17040729303778956
C7,0.7081910023854292,13.13548151400343
C8,0.0,1.9933983896308334
C9,0.0,1.5783690326726543
C10,0.0,1.5007980931736782
C11,0.0,1.679476403665344
C12,0.0,1.4827067606896094
D1,0.8137773730488357,0.12346921023051216
D2,0.7654716083695664,0.06821580319969067
D3,0.8084141374523023,0.2263130680365868
D4,0.7705255723734764,0.15617615278923047
D5,0.7353450117907337,0.13852618427924845
D6,0.47820603632716324,0.2878257014559935
D7,0.750401405614657,12.687182240506434
D8,0.0,1.6889304777835292
D9,0.0,1.5185160741160928
D10,0.0,1.6693576150186722
D11,0.0,1.311633503826073
D12,0.0,1.6093363861478664
E1,0.7732803266286792,0.13053794691136966
E2,0.7726840267656405,0.16058992709588438
E3,0.7719719241870964,0.14214887989062008
E4,0.817421494870001,0.1515333314660654
E5,0.7831192473939309,0.2238321086320898
E6,0.5287963266970189,0.37295580933630035
E7,0.535727101647945,14.480461889621324
E8,0.0,1.5092263844065776
E9,0.0,1.7325350118335479
E10,0.0,1.2719270221210408
E11,0.0,1.4566037719149492
E12,0.0,1.5356056112277834
F1,0.8017926834399353,0.2105694822240105
F2,0.8321869485005612,0.2228809853198621
F3,0.8143822593940886,0.22864937371370608
F4,0.8336955104414991,0.19662871525106862
F5,0.9397153462387406,0.4614150913823396
F6,0.5410026484418522,0.3191509071930434
F7,0.5742161542719739,13.650217407487384
F8,0.0,1.6525755424339081
F9,0.0,1.3951205207995692
F10,0.0,1.274967131819114
F11,0.0,1.538620090861663
F12,0.0,1.3943303566517216
G1,0.7670298506139488,0.15410055237846887
G2,0.7620155571936438,0.21122376452015468
G3,0.7648149717785284,0.17068511426824573
G4,0.7811610873617898,0.2557871689426836
G5,0.7423902728617277,0.2943836748890325
G6,0.605337270579873,1.180502497640353
G7,0.3609429968342674,13.53561235199733
G8,0.0,1.2338204814625762
G9,0.0,1.498702640166293
G10,0.0,1.5694245560546953
G11,0.0,1.3685398111231954
G12,0.0,1.2105411747798982
H1,0.8166094230207481,0.4539336241327656
H2,0.7654330425434815,0.2673039566080111
H3,0.8027554297155632,0.3548582821349284
H4,0.958476666961004,0.5238805891963305
H5,0.9132855687424205,0.4658726583431596
H6,0.7307139444591962,0.36284646357338834
H7,0.6532447031208846,1.570120474290201
H8,0.6052998264549243,17.6729407262261
H9,0.0,1.2715001961824193
H10,0.0,1.381264506304916
H11,0.0,1.421695226770872
H12,0.0,1.2269338053408347
