,R1,R2,R3,R4,R5,R6,R7,R8
ssuA,0.5372323426921278,0.5268287022348039,0.5208864251407045,0.5184093136403848,0.5170681939531412,0.5222604325749671,0.5198764936829141,0.5101647989008716
ybdk,0.4723719253457206,0.4666453175362432,0.4666965437885591,0.44352889908360377,0.4381816551702911,0.4324985697663764,0.4367547574429971,0.4280363785300199
yiaG,0.5263818845401775,0.5169246157070237,0.5121122186452308,0.5072206302869737,0.511444540453608,0.5085366855329966,0.5064181562681397,0.4965002282613436
WT,0.5145779142114404,0.5057315044236572,0.4840436726690444,0.5038150105278365,0.4934204442876087,0.5024232008800363,0.4935102137891416,0.4953212052582277
bipA,0.5225633365657666,0.5176866630457797,0.5134321147515541,0.5202215501520081,0.4893049540177039,0.4945341271488186,0.4807947027342442,0.5071775587211108
cynX,0.4670644921179831,0.4538298772032166,1.574295859347482,0.4474241783503291,0.4585088288874138,0.4389452010012127,0.4501080280198154,0.4444874814060161
dnaT,0.5251991373196999,0.5211680899258023,0.5341580356204778,0.5329526254596167,0.5329527385609261,0.5057609115406221,0.5107281955294277,0.5191071985853982
fkpA,0.4137228679565317,0.4093422218935352,0.4236133069554272,0.4094741933188207,0.4090637242467102,0.4050591094252147,0.4130891824048452,0.4040141314768717
glpX,0.545893572628746,0.5524036432892819,0.5445721999439099,0.5442087423373361,0.5399762501449993,0.560701649502294,0.5412904398768941,0.5456346134889728
paaC,0.532604297565416,0.5306860479947743,0.5221873548653181,0.5570480955007647,0.580914351653866,0.5398041793687726,0.5418361368501655,0.5096555372762966
pfkA,0.5452350492480057,0.559212559151465,0.5441790670922512,0.5427437296289249,0.5353943282138327,0.5350545909832971,0.5294244355065177,0.5287848882687843
recF,0.5358308806474289,0.5235589608096832,0.5189175063354922,0.500296003043033,0.5023235328929939,0.4926967835554539,0.5148839519974867,0.5028593653547362
thiQ,0.3959640501821348,0.4185109557158428,0.41890176758666064,0.4063253570129762,0.4187767557293182,0.4173999786328268,0.4355572175917729,0.4190192820680636
