,R1,R2,R3,R4,R5,R6,R7,R8
sgcQ,0.5139563514433779,0.5068722152089422,0.5028875588158364,0.4897528923444026,0.4745227417776388,0.4782807981651235,0.4784538245659034,0.464796578909774
ulaD,0.5181526345200361,0.5058808363832256,0.5122450595303308,0.4981704058098448,0.4968105776750452,0.4904934375471252,0.5086852676422569,0.4911379924762804
uxuR,0.5182979445691288,0.4994004592888284,0.5016589859560011,0.6540323096364243,0.6244479033487138,0.4824082091671103,0.478247686547583,0.4780512118152572
WT,0.4887929526222503,0.4803356021915093,0.4733115785836254,0.4750392943281687,0.473796425542022,0.4738465569380657,0.4679274280005591,0.4700915741064794
napC,0.5022252610950809,0.5457220688085528,0.4923388650802393,0.4958284808410046,0.4878622219872891,0.4826307706710124,0.4712735801299631,0.4708413901961365
pflC,0.4861241452827321,0.4962749090565494,0.4822365247350781,0.4679114964904671,0.4634873309314786,0.4666399316431477,0.455781661616823,0.4608953589273075
ssuE,0.5314391556869159,0.5275921489757012,0.5203956039411145,0.4987584866765071,0.4979930775545078,0.4916298215017724,0.5013587885680423,0.4941151307655728
yafV,0.5091767321035874,0.4945858893178292,0.4918420137244729,0.4918622385140445,0.4925225845039541,0.4926498928111171,0.4801651227383391,0.4742064838741655
ybbP,0.5033660762868521,0.4908186076132294,0.4825308971026817,0.4812114372800165,0.4775791261179122,0.4752688117630338,0.4724642993121077,0.4898090251291227
yhbS,0.5195500382662919,0.5088187475891806,0.4933477699798169,0.4931305467191269,0.5102615520527707,0.4996546048830093,0.5056024153791759,0.481303614062444
yhcM,0.5219304376070374,0.5130110333908474,0.5143316556698679,0.5155715010050412,0.5126293500357478,0.4968769001800222,0.4970631433035205,0.4865241284876827
yjfC,0.5222183029398414,0.5240926403044357,0.5239345815022065,0.5107990218026424,0.5059986777431837,0.5063316315200228,0.5077710819030952,0.5040872007418252
ynaA,0.5159882334761127,0.5018791067453233,0.5143204851496864,0.4989851063538348,0.5300995821669378,0.527639303258692,0.7408414595053415,0.4971956667795408
Paac,0.5750122202249133,0.5901649181952279,0.6013858183875939,0.6073280448355005,0.598936850413415,0.6117528054269177,0.5798438160447887,0.6947319924626472
WT,0.504157071561433,0.4892191373597037,0.4863483720321885,0.4729327343402888,0.4798654909164524,0.4514577711108968,0.4622805265126774,0.4657761044531203
Yeha,0.5007251474099997,0.4903900047528434,0.4862495685759384,0.4815368416956527,0.4759129936942967,0.473881315686002,0.4717631241853287,0.468369819467133
yajQ,0.5340468741460351,0.5234685535864659,0.5232399456196994,0.5033682042949963,0.4818200537907977,0.4779180796407703,0.4753204306963222,0.4923292634892871
ybit,0.5248941105704824,0.5071823216675152,0.500556882659548,0.4889596866379918,0.462420280270511,0.4568024231926894,0.4734757137751057,0.4705636809571068
ycaD,0.5187800469465378,0.5047342711319955,0.4979046653229879,0.4845205011351035,0.4776325303091176,0.4058045397040774,0.4674097494911077,0.5033555581016168
yfbM,0.4715832748682952,0.46200397505605295,0.4523849259316618,0.4589163250730838,0.4972195345666667,0.4443465943505368,0.463090561456918,0.4423684741812484
yfjo,0.5206145362753749,0.507285001834198,0.5014840803194497,0.5035300753495643,0.49921312659959205,0.4881217463611329,0.4990301333624733,0.4970068538820913
ygcQ,0.5410960869298806,0.5336499793539577,0.5198436465301793,0.5135236815520955,0.5187389794167525,0.4993356209085126,0.4814345212621899,0.5036278297783644
WT,0.5221438151413547,0.4994210444985371,0.4968415370143071,0.4809663462759653,0.4910364511087066,0.4835846569189552,0.4815058648535623,0.4801762063858962
agaR,0.513358524316136,0.5270091899673871,0.5040242380034525,0.5007031134774438,0.4994164224770032,0.5049614423526341,0.5069757469809154,0.5034983726886999
caic,0.5569516152488408,0.5594641167057169,0.538686543378329,0.5434774454748489,0.5392511378935703,0.5419650132183393,0.5356062928064553,0.5302982944651012
paoB,0.4815196119528278,0.4665055741930952,0.4742412812799618,0.4743660253048572,0.4721359641737114,0.4640834843006547,0.4672428414064183,0.4704357642442293
pfID,0.5274093935287153,0.512794933794949,0.5049332947073135,0.4914135668790125,0.4871673606559032,0.9397456926640374,0.4835988978095997,0.4797441218713371
uxaA,0.5542799388096489,0.5444557957431314,0.5474790182856848,0.5550848564412892,0.547449416231364,0.5430723619400841,0.5407568774679034,0.5424073920687209
uxaC,0.5592612118810211,0.558947620694224,0.5392905170052658,0.5632987230277675,0.5188193833138894,0.5165453522819905,0.5069955085560018,0.51656985566169
xdhB,0.8176862777373474,0.4837130727534558,0.4737457921367898,0.4756793603008054,0.47435348652548,0.481882058767578,0.4516946241499372,0.4724380025068398
yagL,0.4808333223778246,0.4841404191016963,0.4717161655411092,0.4631217925190115,0.4500558934549864,0.470285170428875,0.4589436114150343,0.4502298729415392
yagQ,0.5463904183146666,0.5445223312831029,0.5271004850368951,0.5411972918465867,0.53425541614669,0.5306093241025218,0.7192730224007516,0.4853324536776866
WT,0.5163384147976994,0.4929921294192562,0.4997789656794849,0.4857813920667818,0.4873692014845105,0.465688623566335,0.4740318479688447,0.4661094598549042
abgR,0.5414951612143075,0.529525714807076,0.5182941642846777,0.5190855804320723,0.5160585516087111,0.5218675309305714,0.5704783214246201,0.5147197327471924
casE,0.5347315867012001,0.5299577583425734,0.5211012865407367,0.4627321955686518,0.4964622110671951,0.4931407791572823,0.4903017657542099,0.476230552433375
fabR,0.5411292650087431,0.5201613826635796,0.515627127812957,0.5056909869498105,0.5108797888226868,0.5037668555232564,0.4962787254386917,0.4845267096138352
flu,0.5389230682378796,0.5214197007949086,0.5078890454949035,0.491295799708502,0.4868541642412917,0.4770287029971792,0.4806583463621737,0.4780220147920266
fruB,0.5263236563770605,0.5069130163794747,0.5173212571376781,0.5115102605994158,0.506531365140512,0.5041275679324266,0.5070964098982771,0.4897793816811905
fsR,0.5152614485950863,0.5123067836836527,0.5193260945949576,0.5078689632541477,0.5133323910625072,0.5004039571929304,0.5073801873815403,0.5358060387964002
