plate_1-plate_2	A1_mean_growth_rate	A1_std_growth_rate	A2_mean_growth_rate	A2_std_growth_rate	A3_mean_growth_rate	A3_std_growth_rate	A4_mean_growth_rate	A4_std_growth_rate	A5_mean_growth_rate	A5_std_growth_rate	A6_mean_growth_rate	A6_std_growth_rate	A7_mean_growth_rate	A7_std_growth_rate	A8_mean_growth_rate	A8_std_growth_rate	A9_mean_growth_rate	A9_std_growth_rate	A10_mean_growth_rate	A10_std_growth_rate	A11_mean_growth_rate	A11_std_growth_rate	A12_mean_growth_rate	A12_std_growth_rate	B1_mean_growth_rate	B1_std_growth_rate	B2_mean_growth_rate	B2_std_growth_rate	B3_mean_growth_rate	B3_std_growth_rate	B4_mean_growth_rate	B4_std_growth_rate	B5_mean_growth_rate	B5_std_growth_rate	B6_mean_growth_rate	B6_std_growth_rate	B7_mean_growth_rate	B7_std_growth_rate	B8_mean_growth_rate	B8_std_growth_rate	B9_mean_growth_rate	B9_std_growth_rate	B10_mean_growth_rate	B10_std_growth_rate	B11_mean_growth_rate	B11_std_growth_rate	B12_mean_growth_rate	B12_std_growth_rate	C1_mean_growth_rate	C1_std_growth_rate	C2_mean_growth_rate	C2_std_growth_rate	C3_mean_growth_rate	C3_std_growth_rate	C4_mean_growth_rate	C4_std_growth_rate	C5_mean_growth_rate	C5_std_growth_rate	C6_mean_growth_rate	C6_std_growth_rate	C7_mean_growth_rate	C7_std_growth_rate	C8_mean_growth_rate	C8_std_growth_rate	C9_mean_growth_rate	C9_std_growth_rate	C10_mean_growth_rate	C10_std_growth_rate	C11_mean_growth_rate	C11_std_growth_rate	C12_mean_growth_rate	C12_std_growth_rate	D1_mean_growth_rate	D1_std_growth_rate	D2_mean_growth_rate	D2_std_growth_rate	D3_mean_growth_rate	D3_std_growth_rate	D4_mean_growth_rate	D4_std_growth_rate	D5_mean_growth_rate	D5_std_growth_rate	D6_mean_growth_rate	D6_std_growth_rate	D7_mean_growth_rate	D7_std_growth_rate	D8_mean_growth_rate	D8_std_growth_rate	D9_mean_growth_rate	D9_std_growth_rate	D10_mean_growth_rate	D10_std_growth_rate	D11_mean_growth_rate	D11_std_growth_rate	D12_mean_growth_rate	D12_std_growth_rate	E1_mean_growth_rate	E1_std_growth_rate	E2_mean_growth_rate	E2_std_growth_rate	E3_mean_growth_rate	E3_std_growth_rate	E4_mean_growth_rate	E4_std_growth_rate	E5_mean_growth_rate	E5_std_growth_rate	E6_mean_growth_rate	E6_std_growth_rate	E7_mean_growth_rate	E7_std_growth_rate	E8_mean_growth_rate	E8_std_growth_rate	E9_mean_growth_rate	E9_std_growth_rate	E10_mean_growth_rate	E10_std_growth_rate	E11_mean_growth_rate	E11_std_growth_rate	E12_mean_growth_rate	E12_std_growth_rate	F1_mean_growth_rate	F1_std_growth_rate	F2_mean_growth_rate	F2_std_growth_rate	F3_mean_growth_rate	F3_std_growth_rate	F4_mean_growth_rate	F4_std_growth_rate	F5_mean_growth_rate	F5_std_growth_rate	F6_mean_growth_rate	F6_std_growth_rate	F7_mean_growth_rate	F7_std_growth_rate	F8_mean_growth_rate	F8_std_growth_rate	F9_mean_growth_rate	F9_std_growth_rate	F10_mean_growth_rate	F10_std_growth_rate	F11_mean_growth_rate	F11_std_growth_rate	F12_mean_growth_rate	F12_std_growth_rate	G1_mean_growth_rate	G1_std_growth_rate	G2_mean_growth_rate	G2_std_growth_rate	G3_mean_growth_rate	G3_std_growth_rate	G4_mean_growth_rate	G4_std_growth_rate	G5_mean_growth_rate	G5_std_growth_rate	G6_mean_growth_rate	G6_std_growth_rate	G7_mean_growth_rate	G7_std_growth_rate	G8_mean_growth_rate	G8_std_growth_rate	G9_mean_growth_rate	G9_std_growth_rate	G10_mean_growth_rate	G10_std_growth_rate	G11_mean_growth_rate	G11_std_growth_rate	G12_mean_growth_rate	G12_std_growth_rate	H1_mean_growth_rate	H1_std_growth_rate	H2_mean_growth_rate	H2_std_growth_rate	H3_mean_growth_rate	H3_std_growth_rate	H4_mean_growth_rate	H4_std_growth_rate	H5_mean_growth_rate	H5_std_growth_rate	H6_mean_growth_rate	H6_std_growth_rate	H7_mean_growth_rate	H7_std_growth_rate	H8_mean_growth_rate	H8_std_growth_rate	H9_mean_growth_rate	H9_std_growth_rate	H10_mean_growth_rate	H10_std_growth_rate	H11_mean_growth_rate	H11_std_growth_rate	H12_mean_growth_rate	H12_std_growth_rate	
2 Feb 2018	0.5726020268707094	0.12499107135642776	0.4233027418495846	0.16334091585731983	0.3212282394139253	0.10865294229534454	0.3472284785365422	0.19088559043292944	0.24921009099787456	0.24921009099787456	0.17195437994835527	0.17195437994835527	0.19338704112351962	0.19338704112351962	0.054833774501360816	0.054833774501360816	0.04651131657979361	0.04651131657979361	0.24449098165167374	0.24449098165167374	0.0	0.0	0.0	0.0	0.5773199048756756	0.054329370357661	0.4434304320835021	0.11437099882728641	0.43973743370541163	0.18012372125444331	0.3751642196610074	0.06506404726394888	0.14617910268345888	0.02957500323807479	0.2019269890719857	0.062491869146277204	0.07298070847430825	0.07298070847430825	0.22667600915645933	0.22667600915645933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5834629602144445	0.024539544326845075	0.5356076051268649	0.09021209717032641	0.45030938155609646	0.045906796596665383	0.30813452508894124	0.012397620878632332	0.24543764955308794	0.06825243302833632	0.07209022521451294	0.07209022521451294	0.051069696744960036	0.051069696744960036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6144591596614755	0.013058599213496835	0.5386325824032362	0.02461333974819957	0.5087557808863934	0.0495875444687523	0.436658885954643	0.07915903980754568	0.302249693453693	0.009991647593407676	0.32719194845708016	0.05108424222826119	0.23726381050041787	0.23726381050041787	0.21205518177784935	0.21205518177784935	0.1967047357387474	0.1967047357387474	0.14533440742466397	0.14533440742466397	0.22521685840307867	0.22521685840307867	0.12838491257734727	0.12838491257734727	0.5423827175776869	0.026310687579200076	0.5216671921153533	0.025929979366714456	0.5666142061487652	0.07082364827793255	0.41955842021553313	0.07365179153796633	0.5202831677636954	0.012278045323729947	0.4487619014114206	0.07500784254089021	0.32638527312694743	0.011523789428100034	0.25403214567562227	0.03481274725299152	0.10422123502407318	0.10422123502407318	0.0	0.0	0.0	0.0	0.0	0.0	0.6877252375225742	0.06584642948663388	0.6687933223441824	0.007240764763328522	0.6232027951689956	0.07241262304591095	0.4983989814083105	0.05083976003780011	0.41195053058772435	0.1223250967918734	0.4415827852595068	0.07393921636164724	0.38331505877725564	0.05781129615962333	0.47568306050577125	0.010507036030961564	0.287152539587042	0.0730634340783472	0.24739238091695037	0.24739238091695037	0.27646604073102626	0.27646604073102626	0.0	0.0	0.7936988219882023	0.06223050998768653	0.863539589180345	0.03566798791688608	0.7348117745632567	0.021556106407084663	0.7433195011156639	0.0363484224168959	0.7099857355139022	0.03375702524529056	0.5782980088044578	0.05296711385376168	0.4188708910027361	0.062256746162197535	0.37651119141809486	0.011573224010590022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717883252844834	0.04863669921142993	0.7487156220488524	0.03778021199939324	0.7974236334555651	0.1208311832957551	0.6945064311007296	0.03332340820742691	0.7347614910986686	0.06797725468818139	0.5606554367257692	0.049584540926986664	0.5161285301402596	0.01198572461831976	0.5927739360769217	0.1065521466029054	0.554352474714729	0.07272256127325144	0.34306474953406246	0.010442286457840233	0.33129151899966086	0.33129151899966086	0.0	0.0	
8 Feb 2018	0.33328253129337415	0.33328253129337415	0.0	0.0	0.0	0.0	0.3589620554905227	0.3589620554905227	0.0	0.0	0.3410506238003956	0.3410506238003956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3717635842006376	0.3717635842006376	0.36352985869054016	0.36352985869054016	0.3487133359228546	0.3487133359228546	0.0	0.0	0.6914890044871543	0.006288702856656614	0.3349752952193306	0.3349752952193306	0.2833700741665501	0.2833700741665501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3128106591183009	0.3128106591183009	0.34578297856517126	0.34578297856517126	0.3582442994262635	0.3582442994262635	0.0	0.0	0.3446082497417495	0.3446082497417495	0.3319079191984704	0.3319079191984704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3089229341456484	0.3089229341456484	0.32937015471756276	0.32937015471756276	0.33288025370454966	0.33288025370454966	0.3098948390807518	0.3098948390807518	0.0	0.0	0.0	0.0	0.5445704293185183	0.05725249160322793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3204436904296022	0.3204436904296022	0.5949863255430772	0.042011815368397765	0.5999177293348564	0.007600472187414886	0.5326217160245595	0.007546064035048761	0.5125831410240407	0.02733721057093469	0.5714988830156392	0.028442520875256228	0.22893788088428207	0.22893788088428207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6767984974021173	0.03331128459434768	0.5601764003985955	0.062105539467605886	0.5470452473906164	0.05789241311146945	0.5313667371037512	0.01708078688533554	0.5341168299273149	0.007217665694850439	0.5384223450096947	0.006478703541693442	0.4892024635829445	0.02096793078239448	0.15901859775690846	0.15901859775690846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4131092018153971	0.4131092018153971	0.9754815297658926	0.07871779152290748	0.8598062184806239	0.08121165418780879	0.7715407137340737	0.1010606641906105	0.6884709975522791	0.011521740377515799	0.6866915898871628	0.011281851730863213	0.4205157938522605	0.0019350887308763887	0.23462784502533252	0.23462784502533252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4194588316080364	0.4194588316080364	0.6522496921572747	0.10277671697331475	0.9275916664324836	0.04290714622631853	0.8304084617486189	0.04698607589014375	0.7178954570805032	0.0510759970145625	0.7837372371680131	0.09722501303424558	0.6928667412995161	0.05124087837168345	0.48191712430445843	0.03564662462751153	0.36455845199798254	0.1494543679065512	0.0	0.0	0.0	0.0	0.0	0.0	
15 Feb 2018	0.13219342494347833	0.13219342494347833	0.30373077449395636	0.30373077449395636	0.30261550338971316	0.30261550338971316	0.0	0.0	0.0	0.0	0.2897402529783209	0.2897402529783209	0.28912751638338824	0.28912751638338824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559300334091146	0.03765621296983329	0.14615597073302858	0.14615597073302858	0.0	0.0	0.0	0.0	0.0	0.0	0.12063034957371119	0.12063034957371119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5820631859358758	0.0364670067294362	0.42734959097355146	0.05114894239065593	0.4516146406176134	0.061578153376657674	0.19733306111486476	0.19733306111486476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.629849005888336	0.04884524746396035	0.22483348033670278	0.22483348033670278	0.35045994513350487	0.03728156491685641	0.29948024966421855	0.0803259923711372	0.17376878908951504	0.17376878908951504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21144655800178735	0.21144655800178735	0.0	0.0	0.0	0.0	0.5779487717515889	0.025731510981124806	0.543993157256965	0.02001208397097276	0.5617297012712306	0.0023555466089068	0.543596891743279	0.024452440475967008	0.5031673763723596	0.06660020508875775	0.46211337179071543	0.017637056936324225	0.21386905779190185	0.21386905779190185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7696146820509233	0.16912571356431666	0.6477844282280552	0.06675236367476062	0.5499493607676965	0.18452353679835054	0.4285656606565684	0.14297201037256302	0.5440663079711484	0.0033177433235239695	0.2558596042829306	0.2558596042829306	0.0	0.0	0.0	0.0	0.0	0.0	0.14108641371470537	0.14108641371470537	0.0	0.0	0.0	0.0	0.7636364905849209	0.22920414033677267	0.9163315007330644	0.09460101728206077	0.8647381004206165	0.046755884702319284	0.7976222275767708	0.0064177646024614066	0.6186761553294176	0.030439883320372785	0.5344209569392722	0.016540858419649418	0.35764331559398344	0.024236137798593904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9360690549699844	0.023204882603895194	0.908365765478584	0.027674486740116966	0.7672931650214857	0.1827704130090836	0.6672481239036532	0.24783649094723145	0.5944917619128269	0.1616317543448632	0.5587573751550245	0.005534037143928694	0.4897699867702646	0.10305652884955807	0.5971901129040884	0.09176714030076943	0.5678138807562836	0.09416601366851546	0.2837592314802053	0.2837592314802053	0.28153958766386405	0.28153958766386405	0.0	0.0	
mixted_date	0.3460259943691873	0.2836656349089714	0.242344505447847	0.2671938465094812	0.2079479142678795	0.23693763195191297	0.2353968446756883	0.2877947278043165	0.08307003033262485	0.18575023471671864	0.2675817522423572	0.28569594533859277	0.16083818583563594	0.23407959525225386	0.01827792483378694	0.04087068241597914	0.015503772193264537	0.03466748853181051	0.08149699388389124	0.18223281828626542	0.0	0.0	0.0	0.0	0.5027946077224864	0.23699077306215827	0.31770542050235695	0.2670406477809013	0.26281692320942207	0.2954078206397946	0.12505473988700247	0.18079957416579684	0.2792227023902044	0.2980736203232698	0.21917754462167582	0.22663010517656307	0.11878359421361945	0.20730085923782268	0.07555866971881978	0.1689543217807359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4927789350895404	0.22238584374288575	0.4362467248885293	0.2224527949636713	0.42005610719999115	0.2160016838201764	0.1684891954012687	0.1710900675787102	0.19668196643161248	0.24923639264384997	0.13466604813766112	0.24242861577051952	0.017023232248320013	0.03806510450401013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5177436998984867	0.2334647414152272	0.3642787391525006	0.265017899598187	0.397365326574816	0.21089047370493344	0.3486779915665377	0.2003483786016244	0.15867282751440268	0.15949367360860933	0.10906398281902673	0.15703429975022376	0.2606114132729787	0.2637347819589922	0.07068506059261645	0.15805660047878195	0.06556824524624913	0.1466150535359905	0.11892698847548377	0.1724650573121208	0.07507228613435955	0.16786673502274288	0.04279497085911576	0.0956924639361054	0.4802583932529592	0.21831330898270354	0.5535488916384651	0.043445965359354584	0.5760872122516174	0.044508704928833305	0.49859234266112384	0.07190090382170836	0.5120112283866985	0.04274196446978376	0.4941247187392584	0.07260737345614574	0.2563974039343771	0.18774655999798773	0.08467738189187408	0.12142690722635628	0.03474041167469106	0.07768192207093653	0.0	0.0	0.0	0.0	0.0	0.0	0.711379472325205	0.11430311638888177	0.6255847169902776	0.07071884095514111	0.5733991344424362	0.1243233404939626	0.4861104597228767	0.09802716041734799	0.4967112228287293	0.0928306520936888	0.41195491151737734	0.19340000516787573	0.2908391741200667	0.21312673001249482	0.2115672194208932	0.21807990563321425	0.09571751319568067	0.14178542401990504	0.12949293154388525	0.19314198109316794	0.09215534691034209	0.20606562018160013	0.0	0.0	0.6568148381295068	0.32486249121076805	0.9184508732264342	0.08696797336905394	0.8197853644881657	0.08183120729174835	0.7708274808088361	0.06595657526913803	0.6723776294651995	0.047455551879658	0.5998035185436309	0.07186398861419065	0.3990100001496601	0.048425868176277295	0.20371301214780912	0.20615374048230378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6911370464742849	0.3231954038837226	0.7697770265615703	0.12412274950453482	0.8307694883031781	0.1464717785741597	0.7307210055843338	0.16331866410745868	0.6823829033639996	0.12258874242592276	0.6343833496829356	0.12302253493402553	0.5662550860700134	0.11222460605659418	0.5572937244284896	0.09929325071100316	0.49557493582299844	0.14414229128633207	0.2089413270047559	0.22201473842088731	0.2042770355545083	0.2903158614344435	0.0	0.0	
plate_3-plate_4
2 Feb 2018	0.609813847872472	0.055548807262176314	0.18988040229526734	0.18988040229526734	0.15263995469610547	0.15263995469610547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5819245015648877	0.02300421809512443	0.41088377658040054	0.03568823165013765	0.3279766470223938	0.012989046757116207	0.13452260761493004	0.13452260761493004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5647968783254196	0.026634174431951263	0.5300623729624501	0.0009869578855145056	0.5482031120252939	0.01740321467390532	0.5281993771607603	0.00972588585289208	0.44563204243466936	0.0019792210943964383	0.402851440488167	0.00978414651040485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5900427487027634	0.019096875653289325	0.5779329514691538	0.005598840042824127	0.6105335141458095	0.004462957468882922	0.5960808032957485	0.012558136035529688	0.5535483642975491	0.005421146787199738	0.43249511859285517	0.013276562084250015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6062493010986937	0.011719250919521529	0.6338456333165152	0.00010083855224501947	0.6543423832938566	0.0063109613010474686	0.6194011195427541	0.018379251245221773	0.6042907993777997	0.00047350088246944644	0.5317428085636313	0.0036072552304198813	0.41505579951299726	0.009050086748678465	0.41808566694440596	0.007126998299428561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8631324916780052	0.07618801366987477	0.7102677487692944	0.017783364542808378	0.6704933215325646	0.021759663298463683	0.7362223268324303	0.03978147435307333	0.6250482170236697	0.017349806495379372	0.49350704264895984	0.006777566187312206	0.41143527535734925	0.006958119168535032	0.38693143730507296	0.008444069779867752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7290007997188743	0.05594254517241537	0.8219542047325976	0.010668762107125251	0.8122636722444188	0.024864211536657358	0.9056598421842863	0.09423301148825208	0.8345392356225172	0.08123008850308205	0.5977278457774895	0.05327472368055747	0.473977320052308	0.007756772591528627	0.36862199312820443	0.05900034629789411	0.10937883602471991	0.10937883602471991	0.0	0.0	0.0	0.0	0.0	0.0	0.7655836473530484	0.007910681541254017	0.7468929362355013	0.02034821535188336	0.7788004830057873	0.014516095205996282	0.8984214368021846	0.15563814835706763	0.9190172474722744	0.002846629480491969	0.7558411828391209	0.021681055485032075	0.5685619332867686	0.0035710581562775068	0.49603871882231465	0.0027655627926971293	0.26807301761912106	0.007299275404103522	0.3514390561983337	0.0033138209385464024	0.0	0.0	0.0	0.0	
8 Feb 2018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6228135976515071	0.07768088544415974	0.0	0.0	0.0	0.0	0.0	0.0	0.26715389593815914	0.26715389593815914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5915966541232174	0.007686970166308149	0.6010468151488165	0.0005286272688538318	0.5690992890114068	0.004762154609252833	0.5335288927858057	0.006560624893059697	0.4771058488532941	0.00024280624594794076	0.2596255206059062	0.2596255206059062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717547915324517	0.023469534874811848	0.6955382526517204	0.013381012388150648	0.6738073072102877	0.021587912644357887	0.6383677795387028	0.013002388566717316	0.581428087240442	0.0013695211151034115	0.49087995375366816	0.004798609983101998	0.4507321218532192	0.00017516119850685685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8393951332343869	0.019442848989082218	0.9726140725616021	0.1338111022401009	1.0285250836056932	0.014261058800013271	0.783981525117181	0.0028448471493905947	0.8562354176250608	0.05814970219630039	0.6879212073927055	0.019895202741537943	0.6121770704937143	0.005216285474716642	0.3964371671744472	0.08534895228408299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9780573033573081	0.06756677312316389	0.956391692975781	0.003079465622642108	0.9511990690687224	0.034848376744223364	0.8528420100485827	0.11934315950548069	0.8264226116340875	0.06408668241076332	0.862317924798192	0.039707145699612145	0.8030987241044457	0.04891603348028584	0.5850824692284178	0.0030390712106381224	0.3558421517514193	0.06202020405630582	0.0	0.0	0.0	0.0	0.0	0.0	
15 Feb 2018	0.7363224881679038	0.002827743582339559	0.6754550397859282	0.02191471584115323	0.6068960819826317	0.014365079849445739	0.653733210895888	0.00489518413067741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8485626800672297	0.08277388904721672	0.830599609223621	0.0036311620464961614	0.7400088154732384	0.09583115527800845	0.66430954743393	0.006321044448742041	0.468501431787575	0.016053691415131438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8021828300992596	0.0482092581787078	0.8350933860578746	0.0068134812095024255	0.7368985086780344	0.05980005782044745	0.7334110571452551	0.031219957183597935	0.641501443630741	0.008516867700869013	0.4050346957582247	0.004150913857690591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7302766174698185	0.0039011985242135006	0.7840667583578931	0.06691866775053462	0.7405984455294785	0.032138571506429126	0.7602628358893312	0.007930430724174098	0.6665833024531054	0.012439248074718245	0.5543700632844171	0.05577960845664798	0.20078923926914652	0.20078923926914652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.756330141814963	0.014150990522924844	0.8754464323986713	0.003743191278870295	0.7980833344501903	0.0293346814575543	0.7672222144150027	0.028126230094845273	0.7435546602966114	0.06861622608208201	0.5524140647492783	0.0014044674132179802	0.429746750903936	0.008949693420293503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7987812759973345	0.006634358354346892	0.943652867078747	0.013579360315867206	0.9137896911828262	0.00022386719282097012	0.7811389138105164	0.02572936150410865	0.7381669785079237	0.050351079240876395	0.6089139144837914	0.012006187840370164	0.4209311523675666	0.0015653407241716655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8323045509518986	0.06997709491767456	0.9732265815194584	0.01770360030663576	0.9570537867480359	0.012899337725017501	0.8564457119442233	0.08478906736401898	0.7279008459587984	0.05755071281886459	0.6718546579585729	0.1302735425237121	0.5198028654462228	0.019295410931884693	0.2669640247139964	0.00036235117329436184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7565464513537994	0.0835930625031771	0.6637820753730944	0.03226655962695335	0.7960447862047997	0.07203826527314366	0.7307737073020458	0.15106845214305764	0.6559051894737609	0.007556868256776206	0.7147763644338995	0.09617322829789021	0.5964777190925324	0.07885636606637103	0.42811159570485163	0.02891181302092033	0.30893621339386473	0.05449314257717097	0.0	0.0	0.0	0.0	0.0	0.0	
mixted_date	0.44871211201345856	0.323063318539924	0.28844514736039856	0.3050830983994074	0.2531786788929124	0.27253671987845796	0.21791107029862933	0.3081857503626875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47682906054403906	0.3577604409585921	0.41382779526800717	0.33972915266252285	0.3559951541652107	0.30786165954878564	0.26627738501628667	0.2971132539512508	0.15616714392919165	0.22104809587211066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4556599028082264	0.3379588127826636	0.45505191967344155	0.3450496251675485	0.42836720690110947	0.31460535653294763	0.42053681143533844	0.30951683316716966	0.36237782868847007	0.268474332479838	0.2692953787487973	0.1905215162247783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.647710987941363	0.07566773643719651	0.4539999032756823	0.33413016252953825	0.45037731989176266	0.3234042075407043	0.4521145463950265	0.3267566949165739	0.4957618542296045	0.2282806564686545	0.3289550606257574	0.24016073142729719	0.06692974642304884	0.1496594627187606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6513920323456247	0.07532604937962374	0.7034462936213344	0.12237681417366446	0.6738416689184846	0.0961079421411911	0.6400507422478543	0.09851872606854788	0.6083171028425683	0.11580194425378472	0.44792746463960526	0.2006825680648852	0.28160085013897773	0.1993476622280397	0.13936188898146865	0.1971304227389059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7931538943332855	0.07537546633924631	0.7831529561665874	0.11464221111169894	0.7526967733085596	0.11528436518760452	0.7185763400605497	0.06601135639144075	0.6482144275906784	0.07286213589184498	0.5311003036288064	0.05567464550738812	0.42769951652604504	0.017240781089463364	0.12897714576835764	0.1824663686799665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8002334946350532	0.07312243150219985	0.9225982862712193	0.10571452965126908	0.9326141808660493	0.09177588690694038	0.848695693081897	0.08863791544743466	0.8062251664021255	0.08704253865362538	0.6525012370429226	0.09098436632828395	0.5353190853307483	0.05879457222258879	0.34400772833888266	0.0817640022128835	0.036459612008239974	0.0815261708836922	0.0	0.0	0.0	0.0	0.0	0.0	0.8333958006880521	0.11978718462192238	0.7890222348614588	0.12508287213890806	0.8420147794264365	0.09063688487355522	0.8273457180509376	0.15949469389229026	0.8004483495267075	0.11517853299668937	0.7776451573570707	0.08735634188450504	0.6560461254945823	0.11754460563610243	0.5030775945851946	0.0664505416304084	0.3109504609214684	0.059797112425732324	0.11714635206611124	0.1656810069818872	0.0	0.0	0.0	0.0	
plate_5-plate_6
