,Growth Rate,Lag Phase,yield
asparagine 10,0.5205336612309137,1.1882172953829797,0.043269696969696965
asparagine 10.1,0.4182456841282598,0.7392041258399591,0.04559047619047619
asparagine 10.2,0.5058810681177239,1.7584880473171483,0.04456190476190476
asparagine 25,0.6109743534622153,1.727994967918689,0.08163666666666666
asparagine 25.1,0.5451322702562024,0.023362850002194846,0.110835
asparagine 25.2,0.3829507255742226,2.9226320995757176,0.12924000000000002
asparagine 5,0.5424190317636695,0.38608642323682346,0.031911794871794866
asparagine 5.1,0.5068996994756356,0.44516627713143353,0.03197407407407407
asparagine 5.2,0.4532354827297459,3.059614392985612,0.03304190476190476
aspartic a 10,0.5612012380673089,2.3980465297214355,0.04199777777777778
aspartic a 10.1,0.5555607061798414,1.7859806864110581,0.04179555555555555
aspartic a 10.2,2.7069555182112417,-0.07953495640206126,0.0489774358974359
aspartic a 25,0.921085076456609,1.5983366434672561,0.04360370370370371
aspartic a 25.1,2.951360245681188,0.4905665535151075,0.06619333333333333
aspartic a 25.2,1.6135622651840722,0.29329801217126117,0.07292000000000001
aspartic a 5,0.3392237064720858,4.224843921358034,0.034659999999999996
aspartic a 5.1,0.7319601821239393,1.8053923536992853,0.033689000000000004
aspartic a 5.2,0.750460631010238,1.3876141646761933,0.032603939393939387
DL malate 10,0.41346078519589585,0.7201052697880639,0.38114785185185185
DL malate 10.1,0.48742182313316856,1.4680347915385359,0.39356555555555556
DL malate 10.2,0.6925569007119454,0.05405355171979656,0.40247948717948717
DL malate 25,0.579114149238768,0.19032601590542353,0.7466320634920636
DL malate 25.1,0.5259231904019357,0.13977732149310507,0.7547573333333334
DL malate 25.2,0.5534437629390323,1.8436174298819072,0.7622296969696969
DL malate 50,0.8924163566789233,1.147123682475111,0.7849654545454544
DL malate 50.1,0.6103690953659388,0.6631547367659651,0.38601710144927537
DL malate 50.2,0.4907128852037402,0.78715315512196,0.34334179487179495
glc 0,0.7926809236029058,0.19944574140308896,0.7793384126984128
4%,3.882829932834784,0.08628919668380969,0.6868948148148148
glc 0.1,1.245305251920098,0.15047606308424,0.683382962962963
4%.1,0.81936402761204,0.5193799563967716,0.07259666666666666
glc 0.2,0.8364300887483067,0.35104640447458935,0.082396
4%.2,0.7398227940982528,1.8990729170385978,0.08056266666666666
glycyl aspartic a 10,0.9832514424178006,1.8028432311923916,0.13566
glycyl aspartic a 10.1,0.33146443398005937,3.6243934018011648,0.140104
glycyl aspartic a 10.2,0.29254440270728094,4.043946465976717,0.16336666666666666
glycyl aspartic a 25,0.9981856574395146,0.15841151945720372,0.049569166666666664
glycyl aspartic a 25.1,0.7074687518369974,2.0703923701335247,0.049224761904761896
glycyl aspartic a 25.2,0.48727920785126494,2.8240396545425477,0.04880857142857142
glycyl aspartic a 5,0.532996542903094,0.3884103172573964,0.032765333333333334
glycyl aspartic a 5.1,0.40017605028450487,0.7227684936915857,0.036756
glycyl aspartic a 5.2,1.1103230022293327,1.1436330837127548,0.03455333333333333
ketobutyrate 1,0.322151187506386,3.5604489336685963,0.0282
ketobutyrate 1.1,0.32191272514776437,3.4014966969899225,0.03177777777777777
ketobutyrate 1.2,0.2973443874176122,0.8793978322445265,0.042471999999999996
ketobutyrate 2,0.2754874147936091,4.442295567146459,0.033497777777777786
ketobutyrate 2.1,0.6097156539578285,18.829935327706874,0.06293333333333334
ketobutyrate 2.2,1.0232413052517235,18.635199678197186,0.14163777777777778
ketobutyrate 5,0.9156709232519421,0.09901543121459719,0.32659166666666667
ketobutyrate 5.1,0.8943517885178015,0.44233899419667033,0.3430916666666667
ketobutyrate 5.2,0.6732884692352286,1.8524310764021399,0.32354476190476195
L malate 10,0.9035092379116952,0.08301069392984056,0.7770999999999999
L malate 10.1,0.6391507072348058,1.5834432961781584,0.7694058333333333
L malate 10.2,0.6659236035995617,0.006430838947559858,0.7561088888888889
L malate 25,1.0074402647666933,1.163713393755126,0.7473662962962963
L malate 25.1,0.5761576420444052,2.384525022890919,0.7534673684210527
L malate 25.2,0.8881366308589788,1.1059291274415597,0.7776484057971011
L malate 50,,,
L malate 50.1,,,
L malate 50.2,,,
M9,,,
M9.1,,,
M9.2,,,
