,Growth Rate,Lag Phase
A1,0.0,1.9381260138666327
A2,0.0,1.7204945223128156
A3,0.0,1.6279983459369554
A4,0.0,1.4783223204152591
A5,0.0,1.2834609984570093
A6,0.0,1.1903882881083092
A7,0.0,1.2466510267815956
A8,0.0,0.9687601405400095
A9,0.0,0.6632701322739543
A10,0.0,0.6414465921295474
A11,0.0,0.7703648596352117
A12,0.0,0.8615143390270958
B1,0.0,1.8606810473725446
B2,0.0,1.4208155886254126
B3,0.0,1.738609609000175
B4,0.0,1.154224416964027
B5,0.0,1.0251173592224312
B6,0.0,0.8536125748378787
B7,0.0,0.7704358120052142
B8,0.0,0.6841301867143343
B9,0.0,0.7181661876302421
B10,0.0,0.9520127547110206
B11,0.0,1.3002145971180923
B12,0.0,1.027233981389994
C1,0.0,1.9217290643854348
C2,0.0,1.2834196359739067
C3,0.0,1.217865153801629
C4,0.0,1.3459608131596248
C5,0.0,1.0988618402636021
C6,0.0,1.0919964940408384
C7,0.0,1.5180534380400061
C8,0.0,0.6990464206148594
C9,0.0,0.7278682999298027
C10,0.0,0.8198033733993739
C11,0.0,1.519708989992445
C12,0.0,1.6205388457742878
D1,0.512184140441348,15.696809714063573
D2,0.0,1.268387103555412
D3,0.0,1.1243717766984105
D4,0.0,1.1316184830215406
D5,0.0,1.296411291285935
D6,0.0,0.9761577704002171
D7,0.0,1.0899262399762684
D8,0.0,0.791434748842569
D9,0.0,0.7643496338686226
D10,0.0,0.9617789447242977
D11,0.0,1.3803820805147886
D12,0.0,1.244412191880727
E1,0.5227716772303538,4.440588469847701
E2,0.5079900005074912,7.12845203956664
E3,0.504356260975184,12.26965882536555
E4,0.0,0.0
E5,0.0,1.3194619693397414
E6,0.0,1.3139442402720398
E7,0.0,1.0956501329714676
E8,0.0,0.8181436200645962
E9,0.0,0.942951485717952
E10,0.0,1.1987308257350193
E11,0.0,1.3497754394261285
E12,0.0,1.262277665281026
F1,0.6555112973158325,1.8299436182679774
F2,0.6608625616431439,3.2710250393707696
F3,0.530701695148412,4.064519355510668
F4,0.4852802956460054,4.697474301211186
F5,0.3620549375897802,10.11187797178124
F6,0.486677726639631,18.938166563399285
F7,0.0,0.9646237819411922
F8,0.0,1.2857912938327019
F9,0.0,0.9754440214544324
F10,0.0,1.5741832859647964
F11,0.0,1.3582240944721562
F12,0.0,1.0830685382558265
G1,0.8778718465827973,1.080731684221973
G2,0.8220939113706207,1.7755225875844998
G3,0.6865944510706342,1.3343209279337493
G4,0.6918813501179166,2.0922523880465733
G5,0.7688836655578906,3.5763062143060287
G6,0.5464827959824151,6.0717568656747
G7,0.0,0.8988839973023062
G8,0.0,1.0534194158448358
G9,0.0,1.0608931314420253
G10,0.0,0.6987524974963222
G11,0.0,0.8161811663609413
G12,0.0,1.2709651908340227
H1,0.9207374182859216,2.311029558161431
H2,0.6633571588243139,1.457822105011835
H3,0.7083104454883626,1.757296367821485
H4,0.7919975587372972,1.6197853933660635
H5,0.6705360251286663,2.1672276290302346
H6,0.5347653901061091,1.2796108543826286
H7,0.46513359839452717,2.695437764752141
H8,0.37057527504257826,11.956759530865032
H9,0.0,0.8996899144430373
H10,0.0,1.044289724413506
H11,0.0,0.0
H12,0.0,1.3554067673403978
