,growh_rate_Plate1_2 Feb 2018,growh_rate_Plate2_2 Feb 2018,growh_rate_Plate1_8 Feb 2018,growh_rate_Plate2_8 Feb 2018,growh_rate_Plate1_15 Feb 2018,growh_rate_Plate2_15 Feb 2018,growh_rate_Plate3_2 Feb 2018,growh_rate_Plate4_2 Feb 2018,growh_rate_Plate3_8 Feb 2018,growh_rate_Plate4_8 Feb 2018,growh_rate_Plate3_15 Feb 2018,growh_rate_Plate4_15 Feb 2018,growh_rate_Plate5_2 Feb 2018,growh_rate_Plate6_2 Feb 2018,growh_rate_Plate5_8 Feb 2018,growh_rate_Plate6_8 Feb 2018,growh_rate_Plate5_15 Feb 2018,growh_rate_Plate6_15 Feb 2018,growh_rate_Plate7_2 Feb 2018,growh_rate_Plate8_2 Feb 2018,growh_rate_Plate7_8 Feb 2018,growh_rate_Plate8_8 Feb 2018,growh_rate_Plate7_15 Feb 2018,growh_rate_Plate8_15 Feb 2018,growh_rate_Plate9_2 Feb 2018,growh_rate_Plate10_2 Feb 2018,growh_rate_Plate9_8 Feb 2018,growh_rate_Plate10_8 Feb 2018,growh_rate_Plate9_15 Feb 2018,growh_rate_Plate10_15 Feb 2018,lag_phase_Plate1_2 Feb 2018,lag_phase_Plate2_2 Feb 2018,lag_phase_Plate1_8 Feb 2018,lag_phase_Plate2_8 Feb 2018,lag_phase_Plate1_15 Feb 2018,lag_phase_Plate2_15 Feb 2018,lag_phase_Plate3_2 Feb 2018,lag_phase_Plate4_2 Feb 2018,lag_phase_Plate3_8 Feb 2018,lag_phase_Plate4_8 Feb 2018,lag_phase_Plate3_15 Feb 2018,lag_phase_Plate4_15 Feb 2018,lag_phase_Plate5_2 Feb 2018,lag_phase_Plate6_2 Feb 2018,lag_phase_Plate5_8 Feb 2018,lag_phase_Plate6_8 Feb 2018,lag_phase_Plate5_15 Feb 2018,lag_phase_Plate6_15 Feb 2018,lag_phase_Plate7_2 Feb 2018,lag_phase_Plate8_2 Feb 2018,lag_phase_Plate7_8 Feb 2018,lag_phase_Plate8_8 Feb 2018,lag_phase_Plate7_15 Feb 2018,lag_phase_Plate8_15 Feb 2018,lag_phase_Plate9_2 Feb 2018,lag_phase_Plate10_2 Feb 2018,lag_phase_Plate9_8 Feb 2018,lag_phase_Plate10_8 Feb 2018,lag_phase_Plate9_15 Feb 2018,lag_phase_Plate10_15 Feb 2018
A1,0.4811276371649336,0.35661414484053855,0.4185807051213841,0.4224508825831369,0.38187945339257734,0.33340717779538953,0.48173409264383665,0.4662205474607794,0.6173933559684309,0.6069607850189976,0.5390982763781075,0.5005074545143381,0.39400668664587835,0.38647313502278063,0.0,0.0,0.3002921272520575,0.31734989681061565,0.34209498595709914,0.33583507070182683,0.39829114507223295,0.39681846522346215,0.31454498701577877,0.30178107904391444,0.37927299049615987,0.3342398829017296,0.46077369025866816,0.4223739411889688,0.3609429968342674,0.3879676033946512,0.67721858566741,6.232140808529134,1.492938595939993,4.125665564331428,5.485244582568661,5.855597904245578,2.5395303344038482,2.0996483169140334,1.4311965341328057,1.5910812705738124,-0.41440397056840506,1.0425812816030597,3.6858855383823474,3.924929024947241,1.028272000129732,0.0,4.255218348737435,3.9490085812916207,2.1811195169208832,2.139044548030438,1.8099908984346875,1.269798610491005,7.535191356106349,6.458831097327762,3.575039681383691,3.5354981649191006,2.6433497798224037,2.5817847668331413,12.343349363392697,12.360085716546891
A2,0.6312651226582194,0.5253308949506961,0.6754097381562997,0.6979734416180261,0.5509618153589215,0.5178800985196227,0.651002569458047,0.5444531220969321,0.6680260046511675,0.7078164101342433,0.802128200482285,0.5415811154348608,0.45827912886986977,0.47640801864647353,0.5464827959824151,0.661595202059308,0.5249918499680397,0.5301801951497701,0.6437917421307565,0.7351466992148769,0.6511967973129459,0.6220735417102066,0.6195347341326757,0.6204852025546934,0.5863424839189368,0.6275564758797895,0.6246503609811286,0.6529349420033931,0.605337270579873,0.7040082437760258,-0.12366950126804765,0.8793864797492836,0.8306664259594276,2.0525027659297828,0.5372753563214812,1.5831791514040776,-0.31929492944384885,0.14970847422737377,0.46804392577753884,-0.02772686072263042,-0.12208090661219195,-0.14116535275236186,1.1123510420671767,1.1101437270838694,3.926678510417183,3.3908988876339277,0.5825772636200366,0.5761104341313223,-0.08211016138120908,-0.18555327266548172,-0.1895155844277291,-0.18755945657522521,-0.31264267563820747,-0.399003902968289,-0.05942076801286578,-0.24817971435403796,0.1725411764971576,-0.18549033819305105,1.0464524153748191,0.8819751651980261
A3,0.7437427607591928,0.6762287102686116,0.6769492571747633,0.6999927379297949,0.6491160386497903,0.5882362720090447,0.7533091471194351,0.9157693241255992,0.9143851198213612,0.7980857154287604,0.785451558777663,0.6703501331399339,0.5752768704062597,0.5650682904982516,0.7688836655578906,0.6895140963048694,0.7453672833219077,0.7667130882249752,0.7108667053736075,0.7660262524489958,0.8151043988831883,0.8224222753220723,0.7842637684245939,0.9465725921106348,0.7489994546618757,0.782736906166756,0.7287272220043187,0.7499169914407948,0.7423902728617277,0.750296288454531,-0.08279653674924548,-0.2736308187077793,0.5209275377619882,0.9032218308703566,-0.18728283578789073,-0.28850400526686815,-0.14081566480302565,-0.08962118407423769,-0.10612865947426231,-0.00421308211583149,-0.09053525494465797,-0.2699285597926382,0.8618008866225102,0.2831221059718336,1.616498912295893,1.643566494122617,-0.15112201762477773,-0.12705332160128946,-0.029538891965488645,-0.07148306862487719,-0.04883037043946137,-0.06488500129768571,-0.03156950185447849,-0.16894583542558828,0.019567380277879298,0.00012776561166449873,-0.025231415681045477,0.19021448982488898,-0.023919053985488214,-0.016562265964229272
A4,0.7796679235325599,0.7069710786987681,0.6704800495434632,0.8726013779246842,0.8040399921792323,0.7912044629743095,0.8114268306960343,0.9998928536725384,0.7811366779677904,0.7868263722665716,0.9412347793082422,0.7716566445802042,0.767530714624459,0.5785341371199921,0.6918813501179166,0.7433425215355263,0.8495931968422388,0.9015439843392873,0.7388530274582957,0.729516371259521,0.8546620748442779,0.8401397858951205,0.8443493383627851,0.9857672505600863,0.7699051227141491,0.7497053520775022,0.741475737812834,0.7100439453795877,0.7811610873617898,0.6996004981711033,-0.06041680911940517,-0.07544554123879388,0.16412547134733857,-0.18915770926341957,-0.14572007278542198,-0.2245993291128765,-0.04561476496559036,-0.17192616297153074,0.04934023149537836,0.08347834998909864,-0.15464313514190187,-0.03446270747535285,-0.3584500333048748,0.20016031165700143,1.3296354292631267,0.9493051118167568,-0.10272896658514497,-0.1517015137477521,-0.030931749391657215,-0.028854639213719002,-0.07893669525039937,-0.06094772364960077,-0.08004280443807421,-0.17238564858668026,0.01678780742547259,0.07605806656607461,0.11397799825085664,0.2045673096770475,0.022495647291431276,0.014987651603619812
A5,0.7132556681561721,0.7563678809703415,0.9410178726684327,0.7785945642928151,0.8179822157182972,0.9114939851229358,0.7873994607077615,0.8371278837810762,1.0427861424057063,1.0142640248056798,0.9441544490230184,0.9699531244730534,0.6456426645967887,0.6359861277251445,0.6865944510706342,0.6497547485495285,0.8634771272212887,0.9917819850269787,0.7243605183590418,0.7373178055878278,0.8535075862957132,0.8297483168086921,0.81643633721071,0.8251138800199312,0.6946346268788882,0.749812937811045,0.7829145819859972,0.7440897982572666,0.7648149717785284,0.8607056014598855,0.07381060596541422,-0.035619289340985794,-0.10465079070094518,0.12269716288708099,-0.10560831327106524,-0.18469861548156552,-0.030480305225292992,-0.04737835599950069,-0.10501628214972014,-0.127569773014104,-0.14909058849011003,-0.22846537033209724,-0.018993046322655416,-0.0420304378844516,0.11370470553465895,-0.10882392692583653,-0.08334980619090004,-0.1468170012144493,-0.04748976323777965,-0.04794932312277622,-0.04571739005257647,-0.01700729830211667,-0.026051640614276783,-0.051236813348422894,0.001982256355328893,0.03392086769725844,0.11901577269518782,0.054499255681251135,-0.0032858642935629234,-0.08173693497818457
A6,0.8992075770972311,0.8278716012634589,0.8967637382429852,1.0541993212888001,0.8217304834510036,1.0109325180151252,0.8326229668397228,0.8112854426254723,0.8388029703215013,1.106425174801703,0.9555229812128226,0.9909301818260942,0.7236485380126224,0.7465498784988024,0.8220939113706207,0.6544673391122289,0.9717416321830286,1.0005900711207807,0.7618010627556957,0.7635709263488062,0.8585641537429691,0.8585268364823181,0.8804957449593867,0.7787523572048424,0.7512180173665891,0.7269000230980339,0.785708145558329,0.8945878517211813,0.7620155571936438,0.8149187454849814,0.005472987154305442,-0.025836199473565857,-0.06059351026694615,-0.14735491942981183,-0.09358902980536121,-0.1771402415381894,-0.04106939037419921,-0.019509867321244045,0.0017956999833479426,-0.18187540825843895,-0.1510190227252074,-0.1436239849898011,0.030571783670615638,-0.06851882042559998,-0.056841615234245135,0.1383233887218136,-0.15605470046630066,-0.11718124190710366,-0.029340934705468724,-0.04317311248382327,-0.0011577669483500141,-0.05100406195706475,-0.1020460503038626,-0.016647624242023373,0.042940512366327344,0.0686715939409055,-0.042918734251090385,-0.13546379200949954,0.006217961680093476,-0.07186012187375523
A7,0.8559293319758888,0.7314683120005158,0.0,0.8262184036307942,0.5344323502481483,0.9928406309216936,0.673058254546459,0.7849433448912897,0.8588379822234691,0.8199522842453046,0.9022816458695732,0.762327456034224,0.667697546576414,0.736748901053678,0.8778718465827973,0.7436836725943087,0.8680136371024628,0.8064099572514138,0.6560432343208717,0.5835077840297106,0.8684328084772407,0.7993147105572717,0.9341645044278105,0.7976831440055365,0.6954758165641769,0.7259224692164704,0.6998326240928819,0.6817688763524887,0.7670298506139488,0.6627208471695979,-0.1192153957894706,0.02899127804911683,1.297868460706617,0.03219127158434465,-0.24301384196718168,-0.15255610500680206,0.007153581045955759,-0.03409480346404736,-0.049715505446311314,-0.012747725131433074,-0.13874042935276076,-0.04060265506642646,-0.05170464618745574,-0.012699929248622066,-0.07252482106198266,-0.035810200280428583,-0.079180366716331,-0.05296555148643822,0.09915759973092453,0.0044438675342781675,-0.06954411599735932,-0.021481604498702067,-0.14799916748087272,-0.05708070593339343,0.014319639877163226,-0.07841047600329865,0.0393678692593622,-0.028390679265302254,-0.01671549060964761,-0.00011382699395956486
A8,0.0,0.0,0.0,0.0,0.0,0.0,0.21875767204943983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312061017964453,1.4561722687645684,0.9902211960219027,2.3205137326413343,1.339053930247026,37.661089660098824,2.2701953966896298,0.9380313071589121,0.7629236553368273,1.5084060849967997,1.593750196852728,0.0,1.7426287108483862,0.9404332154291772,1.476338343889303,1.5346677317160982,1.4347061045022436,0.0,1.3515936278559195,1.5345317139680397,1.0358356294017526,1.3636101127563762,1.2793696921936437,0.0,0.7554481511491318,1.9715370715453915,2.1074408461366367,1.3311227406625434,1.400749890478874
A9,0.3880844154286849,0.36493796740750484,0.46925569005066503,0.0,0.0,0.0,0.3096216468303103,0.4276223394260985,0.31108821489036426,0.4817861194585302,0.266601673540702,0.26732637588729075,0.4294167608697186,0.0,0.0,0.0,0.0,0.0,0.25020975020965996,0.2247719957913614,0.40251015649615973,0.0,0.0,0.44584094278046815,0.3894289462609612,0.3556811872215932,0.4450381550401245,0.0,0.0,0.0,13.380495607129609,17.02846714669818,16.494483058240228,0.0,0.0,0.0,17.331874492821473,20.0036077880385,5.392884887309543,3.5859036975265823,5.689731099507961,6.180778012679757,36.649054589768625,2.621825671726313,1.0497419259846374,0.8471009227779298,1.3736978449182935,1.3736277204337135,17.699623760010375,17.350192218040156,4.8649323254805825,0.0,0.0,16.2162919331342,21.32834951556901,34.13158689842634,17.965547856150565,0.0,1.2744046903281294,1.0810987694267773
A10,0.44022826692495626,0.3101001723970585,0.0,0.0,0.0,0.0,0.2690452152298601,0.0,0.0,0.0,0.670630591882672,0.657988502985188,0.0,0.0,0.0,0.0,0.0,0.0,0.7426758123858671,0.7050909854839208,0.0,0.0,0.48434859341645675,0.4631656578951746,0.7591705170228195,0.9006678238960814,0.7617021850561739,0.7688946582920554,0.7866843607896636,0.8865345261302259,-0.03599566564276857,-0.7229945928857657,2.649893671406751,1.032041634853087,0.0,5.982970961657422,0.36375464863874507,0.0,1.8631156472475787,1.2545915524141513,-0.2752302711547824,-0.23428772916708362,3.2868144062006195,3.6486699941455925,1.6345248605886837,1.2324387980878733,6.982636502640524,6.538767105628811,-0.16775260826192817,-0.03836422903627901,0.0,0.0,14.505995570853628,14.957314911902737,0.034347198596791584,-0.08109519091674444,0.0564335922610959,0.1056216954132434,0.010356197191319527,-0.05439042007253603
