,Growth Rate,Lag Phase,mean_exp_dGFPdt,mean_sta_dGFPdt,dGFPdt_divide_OD_max
C4,0.8517153941613885,1.0871190558459203,407.50460452145137,-348.1468445683183,2344.0926762254708
C5,0.8171878544461677,1.0152492592360198,437.1083567347021,-296.07435625420936,2050.903223668765
C6,0.8503551066667103,1.0868537207544502,397.6451786761937,-338.8991559934541,2472.9600318725024
C7,0.6682625161710045,2.760253311804615,8678.231750344601,1134.2194493672168,14821.628882598447
C8,0.6788423321876876,2.631374287079872,8743.829401946436,857.9870664695296,15073.739633109019
C9,0.6946771530001669,2.641389832625998,9229.252770942981,1009.1545374643446,15366.391642877848
C10,0.8227728105844404,1.144481932090725,16659.115026339372,909.7563498828932,53871.50334308507
C11,0.8307672430940655,1.1554380685658416,17145.13385159236,511.47847967484194,47984.71806059692
C12,0.7709929211184667,1.014610305585409,17553.659599108778,-35158.96404024613,282330.5780262957
D1,0.6071576898772733,13.01066568043679,6936.045957003766,6328.342275894747,11364.31580858282
D2,0.6186936080050596,12.181123717914202,7406.483064079569,6869.963009551838,12800.072749111283
D3,0.6562162883427796,11.60717385892373,5458.547898920887,6647.764875748981,12416.113898166808
D4,0.7994223001718948,1.0209646217964534,3433.356537986843,-5156.663936454477,25702.20328520732
D5,0.8230743645266748,1.004072605958416,3299.4424379381658,-5692.024881019544,22978.001910977095
D6,0.8024327883905329,0.9996575033846424,3467.4811338141308,-5418.41062442753,23963.874308598643
D7,0.6980606637013399,1.793830788048737,11996.744901933527,2460.4716550757284,19499.83662510522
D8,0.6780703496681931,1.7714209517717887,12704.305611946387,2024.4959331342795,20380.961083938204
D9,0.6512642547887353,1.686759457838401,13283.843543703544,2183.4194645206085,20332.79613295598
D10,0.7250728039312957,0.9735694430296247,29227.862737151772,0.0,70722.58812704516
D11,0.715564180792529,0.8746070164076907,25939.849287260226,0.0,64806.55099297763
D12,1.4262973619687969,1.2053278796494529,4023.2247917741925,0.0,46315.542498453295
E1,2.0601543986148365,0.7955448709996177,144.89360245424484,2888.764806891905,16334.984231528504
E2,0.6822729645170305,1.4578199020923324,11861.84143064988,2742.6428514894246,18836.359584513455
E3,0.664793648568897,1.442617151348804,12045.4506757991,2727.564626223308,19420.66904685713
E4,0.6905489046112733,0.8474835766661943,30830.129222686897,0.0,71764.23010111084
E5,0.7380025420469403,0.9091887342033993,31855.59183253894,0.0,69677.38871841347
E6,0.6878464637055722,0.8348444765264194,31787.25388411817,0.0,74092.57463446065
E7,0.6866710572463686,1.329070650717596,13235.883053842252,4019.114380338418,22290.3370842679
E8,0.7005171719147127,1.3336775089317903,14012.995786719775,3196.7043197835324,22913.7405799443
E9,0.640261722185413,1.2405577037124311,14432.751047218682,6012.368000117608,24384.266068401816
E10,0.7052225225951904,1.009209794390636,29903.85763646855,-41122.16588047485,81270.80867193668
E11,0.6984461849586465,0.9693756993337619,31915.761372952704,0.0,72258.51659371873
E12,0.7101619308240072,0.9855109660358088,33862.88355162883,0.0,72696.97972155664
F1,0.725464188655304,0.7676785320804373,10193.994374644104,-109.44450011261107,16741.87879241429
F2,0.7957417034179937,0.8252584464641592,10579.219963197404,1285.4519452241955,16708.202077588834
F3,0.7845226844533414,0.8678043394904056,10403.277559396905,276.2101628192931,17055.621869931954
F4,0.6761797437783317,0.7477483259926097,27148.16032146514,5267.824094222878,56487.71561446576
F5,0.683234824491755,0.756392746520297,28614.35514691927,4045.2064837000994,56199.37527200401
F6,0.648830617523712,0.7566829253648013,30300.77246595849,4296.33034398757,60109.93861487584
F7,0.6775657379092281,1.0443555623750942,13139.546718278774,4227.696023594375,23112.386508275024
F8,0.6528153543524379,1.002687927351003,14171.824534261885,2086.2885867220975,24346.30369792971
F9,0.6384285830550738,0.9547522326027056,14436.714393659939,2530.5695019695304,24652.110551700775
F10,0.661067084251637,0.7865064683909342,27686.70154728025,4339.457724875438,64302.79691486108
F11,0.700082633629182,0.7837549556462615,23125.64976244049,-73953.03854716747,198913.14626937773
F12,1.588892712709344,1.2496982748804704,6683.727840866489,-13205.889585234698,176904.14915038916
G1,0.875547833870182,2.3317925034605684,10004.286903525677,-464.4887462190923,12135.593495664027
G2,0.8896617862223857,1.4186948458324713,15312.482679933119,1853.859589129485,17186.7098068332
G3,0.8132685622696574,1.4995692882600515,16760.018228961628,3214.2084747718154,18184.62400336844
G4,0.684069596828536,0.8424957098578689,28925.403714905602,9582.458452831292,50096.538137451935
G5,0.6479095185777514,0.8025666460001373,32063.08070129103,10366.589664026444,54688.487024862356
G6,0.6250811111611533,0.8452901227907996,32014.132216787755,10965.771113489109,57140.293382171345
G7,0.6904645970578378,1.0165773142554346,14358.029882527184,3446.27404687861,24687.78587251299
G8,0.6069405484545817,0.7629448312448779,14370.95679075958,1303.2821513778345,25412.045090722506
G9,0.6295657465865068,0.7847080836960818,13630.218559253179,1158.4312794143584,25738.31610874036
G10,0.6105524047318214,0.8723338862985357,32079.62687334782,5358.542478770061,66277.14402806565
G11,0.6230279853446562,0.7586167536472344,30593.99689676136,4800.010710496254,64543.611933896325
G12,0.6757209265144444,0.8372799867771946,28748.078857835568,4155.4895579294,66847.6183236547
H1,0.7621393287293138,1.6086495594365102,20815.684952451622,2298.426601639999,23051.35900306584
H2,0.7329577043887235,1.5577275221141056,20837.511603704206,1698.7683758727806,22552.545667871032
H3,0.7611311106640346,1.4406065770606815,19490.031387468443,894.5553895659201,22127.46763861539
H4,0.7549040589872738,1.088741969701516,33019.441909469315,13599.543835805096,53389.72983163636
H5,0.7537086306524016,1.0042738242984093,33156.58518274763,7169.167118523723,59713.36388461726
H6,0.6648994253288442,0.8973323223899043,35080.56503864649,12610.629049985595,62457.91906388513
H7,0.691130521305455,0.8954720223776866,13508.830642534971,1636.339511194141,24993.077143758605
H8,0.7474628075008474,0.8904392603772109,12495.667414919015,1238.7879909582277,25115.91923519118
H9,0.7791103201115452,0.9093464188192917,12241.305425716377,1157.1121502586514,25148.858612102886
H10,0.6930637412964095,0.8479032684025688,23406.577908510983,3685.758066326558,61322.88392532052
H11,0.7436749886919565,0.8282300794566837,20846.384762886424,4510.550654935813,59456.472235324974
H12,1.1378942154611849,1.3960057026374924,13790.224939497106,4200.835722964322,35146.215215375654
