,Growth Rate,Lag Phase
A1,0.0,0.0
A2,0.0,4.4025539920056325
A3,0.0,3.984625330853028
A4,0.0,2.3076399126930376
A5,0.0,2.030226462074509
A6,0.0,2.0791396407114178
A7,0.0,1.9217813980995224
A8,0.0,1.3909008731373511
A9,0.0,1.863286419490116
A10,0.0,1.4881482956342253
A11,0.0,1.0541524682345234
A12,0.0,1.4337011121245808
B1,0.48096300429622574,0.1259204340546165
B2,0.4801079647047787,1.2536924739989996
B3,0.0,0.0
B4,0.0,5.389197844423153
B5,0.0,2.65551300770543
B6,0.0,2.0113959707212175
B7,0.0,2.0435984137392715
B8,0.0,1.7754866828519447
B9,0.0,1.3877543910982162
B10,0.0,1.6413095316996973
B11,0.0,1.598141278340055
B12,0.0,1.558829627276939
C1,0.6547290276531609,0.3894488549952513
C2,0.6186561792587019,0.36448655772536886
C3,0.5665517265580181,0.9094953616361652
C4,0.4595605744099492,0.4796279087152113
C5,0.5420153160195761,12.315784916955813
C6,0.0,2.6374155283761525
C7,0.0,2.1702892138431515
C8,0.0,1.9296809557409134
C9,0.0,1.972524281961963
C10,0.0,1.3864667150963363
C11,0.0,1.4881927714985608
C12,0.0,1.5355649696111797
D1,0.7103216942904403,0.5852724614981564
D2,0.6266098635594429,0.3120008974372901
D3,0.6142113556039097,0.3995971841900632
D4,0.5389832157442892,0.7275759098962427
D5,0.3815278283866798,2.5531267252357015
D6,0.0,2.0236795667938203
D7,0.0,2.0398917486813097
D8,0.0,1.9001415268556983
D9,0.0,1.6600983390205286
D10,0.0,1.6582326834861405
D11,0.0,1.8616895111135285
D12,0.0,1.9291553737508629
E1,0.6558214631823298,0.2459201827651456
E2,0.6843275703535276,0.3596044722991456
E3,0.6565432729479793,0.5801493553214918
E4,0.6159651060706293,0.863132156446702
E5,0.5461953251373445,1.6327104220154576
E6,0.49726664293416145,4.099995337897769
E7,0.0,1.8453187854536814
E8,0.0,1.7491370838951106
E9,0.0,1.748482318135494
E10,0.0,1.7441609903005535
E11,0.0,1.319226578448749
E12,0.0,1.327684691086624
F1,0.7368621799446416,0.30144313356553276
F2,0.819743610496113,0.6825545455901216
F3,0.653451856204967,0.35145722269223745
F4,0.6533113397719853,0.3608967071365763
F5,0.5679335100939401,1.154269744697097
F6,0.489108612642843,2.792857163815871
F7,0.0,1.3589592578332308
F8,0.0,1.7362890369391017
F9,0.0,1.4036933675303693
F10,0.0,1.6821342785924642
F11,0.0,1.528763132238197
F12,0.0,1.4919669303771421
G1,0.8680136371024628,0.7849830565148186
G2,0.9717416321830286,1.0043289485988418
G3,0.8634771272212887,0.6186759795019174
G4,0.8495931968422388,0.8874840340558627
G5,0.7453672833219077,1.0365024337936903
G6,0.5249918499680397,0.885713074109229
G7,0.3002921272520575,4.319129429125768
G8,0.0,1.4215529667607818
G9,0.0,1.5445699246745512
G10,0.0,1.3901743933240454
G11,0.0,1.7610858057965402
G12,0.0,1.3722698024930864
H1,0.8345897901318864,1.0848235553136352
H2,0.9065229425781178,1.177306982713612
H3,0.7403303815130884,0.8317771919469443
H4,0.9199713633708634,1.1832715846114579
H5,0.8222530741453294,1.2446337497749211
H6,0.5963083223168488,0.7623416893265498
H7,0.5583390246032688,1.4166783163394205
H8,0.36726648007721513,3.93770144001157
H9,0.0,1.3369866220491566
H10,0.0,1.5771890653932594
H11,0.0,1.5445961021228847
H12,0.0,1.8178131321909738
